fname,lname,gender,areacode,phone,city,state,zip,maritalstatus,haschild,salary,rate,singleexemp,marriedexemp,childexemp,index
Ruiz,Butter,M,337,818-9601,MELROSE,LA,71452,S,Y,70000,6,4500,0,1000,17179898131
Sabyasachi,Greenbaum,F,816,105-1609,NEW LONDON,MO,63459,S,Y,90000,6,2100,0,1200,17179899049
Sadakazu,Danner,F,703,264-1724,KEENE,VA,22946,S,Y,45000,5.75,900,0,900,17179899189
Sadun,Karatsu,F,207,516-4874,EDGECOMB,ME,4556,S,N,45000,8.5,2850,0,0,17179899458
Saida,Ravi,M,808,576-4268,HONOLULU,HI,96827,M,Y,70000,8.25,0,2080,1040,17179899759
Sajee,Bies,F,602,843-5080,TUCSON,AZ,85706,M,Y,15000,2.9475,0,4200,2300,17179899936
Sajid,Tibblin,F,563,813-3632,WORTHINGTON,IA,52078,S,Y,15000,2.479763,40,0,40,17179899953
Sameet,Castellani,F,802,402-3056,EAST FAIRFIELD,VT,5448,S,Y,90000,4.7957172,3300,0,3300,17179900589
Samer,Meszaros,M,304,717-6379,NEW MARTINSVILLE,WV,26155,S,N,25000,4.05,2000,0,0,17179900602
Samira,Weishar,M,787,477-4582,GURABO,PR,778,M,Y,25000,0,0,0,0,17179900694
Samul,Gabalda,F,336,457-1947,SALISBURY,NC,28145,S,Y,95000,7.7255244,3300,0,3300,17179900914
Sarangan,Drenick,F,505,107-7663,SOCORRO,NM,87801,S,Y,25000,5.3,3300,0,3300,17179902255
Sasikumar,Abbas,F,765,696-3677,NEW GOSHEN,IN,47863,M,N,55000,3.4,0,2000,0,17179902526
Saurab,Bober,F,208,825-7560,CLAYTON,ID,83227,S,Y,45000,7.8,3300,0,3300,17179903032
Saverio,Henser,F,907,156-3017,KING COVE,AK,99612,M,N,55000,0,0,0,0,17179903116
Sayori,Ismaeel,M,507,428-1622,HOPKINS,MN,55305,M,N,80000,7.85,w0,6600,0,17179903237
Scarlet,Kloeden,F,734,115-8109,GROSSE POINTE,MI,48230,S,Y,50000,3.9,3100,0,3100,17179903257
Selim,Kang,M,303,667-7793,DENVER,CO,80247,S,Y,65000,4.63,0,0,0,17179903816
Seonghee,Keaton,M,862,144-3107,HOLMDEL,NJ,7733,M,N,25000,1.4788542,0,2000,0,17179904102
Serdar,Farsi,F,520,818-3175,SUN CITY WEST,AZ,85375,M,Y,10000,2.87,0,4200,2300,17179904402
Sergei,Cowen,F,802,773-2461,BENSON,VT,5731,S,N,55000,4.099376,3300,0,0,17179904470
Seunghwan,Gartshore,F,443,670-3266,OXON HILL,MD,20750,S,Y,50000,4.75,2400,0,2400,17179904883
Shahaf,Tuthill,F,401,579-3061,CAROLINA,RI,2812,M,N,15000,0,0,0,0,17179905234
Shahrouz,Deo,M,863,158-2231,ORLANDO,FL,32817,M,Y,20000,0,0,0,0,17179905313
Shalesh,Ghazalie,M,603,573-4300,GOFFSTOWN,NH,3045,M,N,15000,0,0,0,0,17179905596
Shalesh,Tiberghien,M,308,311-9569,WHITECLAY,NE,69365,S,Y,10000,3.9097095,103,0,103,17179905599
Shawn,Oeltjen,M,212,203-7802,NEW YORK,NY,10261,S,N,80000,4.4170732,0,0,0,17179906471
Shekar,Eyrolle,F,978,743-7831,WARREN,MA,1083,M,Y,45000,5.3,0,7150,1000,17179906711
Shelley,Arrabito,F,701,519-2428,RHAME,ND,58651,S,Y,15000,2.1,3300,0,3300,17179906804
Shervin,Demner,F,301,995-3610,EASTON,MD,21601,M,Y,80000,4.75,0,4800,2400,17179907184
Shigekazu,Pils,M,307,323-8755,GROVER,WY,83122,S,Y,20000,0,0,0,0,17179907578
Shigeu,Dondis,M,202,457-9950,WASHINGTON,DC,20241,S,N,45000,9,1370,0,0,17179907714
Shigeyoshi,Hershey,F,415,824-9353,SACRAMENTO,CA,94240,S,Y,95000,9.3,87,0,272,17179907745
Shinichiro,Ghezal,M,406,303-1947,LAME DEER,MT,59043,M,N,30000,6.9,0,3800,0,17179908121
Shinko,Marchegay,F,859,924-5752,BUTLER,KY,41006,S,N,15000,2.6666667,20,0,0,17179908187
Shivi,Carreras,F,585,250-7824,SPRING VALLEY,NY,10977,S,Y,35000,4.1564026,0,0,1000,17179908754
Shivi,Cejtlin,F,432,104-4494,LUBBOCK,TX,79401,M,N,5000,0,0,0,0,17179908772
Shooying,Grospietsch,M,803,633-1538,LITTLE RIVER,SC,29566,M,Y,15000,7,0,6600,3300,17179909221
Shouhuai,Malaveta,M,505,305-5425,SOLANO,NM,87746,S,Y,10000,3.2428572,3300,0,3300,17179909319
Shounak,Barz,F,937,671-2791,CAIRO,OH,45820,M,Y,55000,2.3717437,0,2600,1300,17179909383
Shuji,Adelstein,F,270,966-6984,BURNA,KY,42028,S,N,35000,3.7777777,20,0,0,17179909967
Shun,Uchoa,M,510,276-7741,SEQUOIA NATIONAL PARK,CA,93262,M,N,20000,4.2297716,0,174,0,17179910106
Shun''ichi,Wijayarathna,F,580,102-4820,BLUEJACKET,OK,74333,S,Y,35000,6.25,1000,0,1000,17179910155
Siba,Elhardt,F,307,857-6530,CROWHEART,WY,82512,S,Y,30000,0,0,0,0,17179910532
Sichen,Koppel,M,843,123-5631,COLUMBIA,SC,29229,M,Y,65000,7,0,6600,3300,17179910609
Siddhartha,Bruza,F,856,938-1088,STANTON,NJ,8885,M,N,85000,2.4251041,0,2000,0,17179910684
Sihem,Madanlal,F,708,147-3771,KINGSTON,IL,60145,M,Y,50000,3,0,4000,2000,17179911085
Silvana,Hassin,M,469,308-5172,SPICEWOOD,TX,78669,M,N,55000,0,0,0,0,17179911114
Silvina,Andernach,M,406,180-9561,GARRISON,MT,59731,S,Y,85000,6.9,1900,0,1900,17179911193
Silvina,Georg,M,802,128-8823,WESTFORD,VT,5494,S,Y,85000,4.69624,3300,0,3300,17179911198
Simant,Evershed,M,910,776-9241,BOONE,NC,28607,M,N,55000,6.8863635,0,6600,0,17179911253
Simukai,Borucki,F,561,844-8718,MIAMI,FL,33231,S,N,80000,0,0,0,0,17179911492
Siranush,Iakovlev,F,207,696-2608,SABATTUS,ME,4280,M,Y,40000,8.5,0,5700,2850,17179911642
Sivakumar,Ramaiah,F,318,929-9027,NEW ORLEANS,LA,70181,M,N,55000,6,0,9000,0,17179911854
Sleiman,Manukyan,F,318,896-9726,SHREVEPORT,LA,71106,M,N,45000,6,0,9000,0,17179912141
Somnath,Tawa,M,415,977-6180,COACHELLA,CA,92236,S,N,55000,9.3,87,0,0,17179912769
Souad,Decatur,F,336,804-2874,DEEP GAP,NC,28618,M,Y,30000,6.361888,0,6600,3300,17179913457
Sreekumar,Bassino,F,270,179-8225,LYNNVILLE,KY,42063,S,Y,45000,4.333333,20,0,20,17179914059
Srihari,Lubachevsky,M,415,966-3212,STOCKTON,A,95213,M,Y,5000,1,0,174,272,17179914187
Srilata,Lucic,M,615,794-1178,NEW TAZEWELL,TN,37824,S,N,20000,0,0,0,0,17179914266
Stafano,Lomnicki,M,802,618-5390,SAINT JOHNSBURY,VT,5819,M,Y,20000,3.6,0,6600,3300,17179914523
Stanislas,Farah,F,307,387-7335,WYARNO,WY,82845,S,N,10000,0,0,0,0,17179914664
Stanley,Franckson,M,808,962-7307,KIHEI,HI,96753,M,N,40000,8.25,0,2080,0,17179914704
Stefanos,Himler,M,203,839-5765,BALLOUVILLE,CT,6233,M,N,35000,5,0,24500,0,17179914999
Stefanus,Zheng,M,202,718-9686,WASHINGTON,DC,20310,M,Y,10000,4.5,0,2740,1370,17179915019
Stephanie,Kinoshita,M,971,109-1815,LOGSDEN,OR,97357,M,N,65000,9,0,318,0,17179915273
Suchendra,Bas,F,202,691-6815,WASHINGTON,CD,20314,M,N,10000,4.5,0,2740,0,17179915952
Suely,Hatzimanikatis,F,973,897-7250,CRANBURY,NJ,8512,M,Y,80000,2.34625,0,2000,1500,17179916270
Suhayya,Rufino,F,276,437-5847,ASHBURN,VA,20147,M,Y,40000,5.75,0,1800,900,17179916386
Suman,Lecordix,M,918,172-5198,MCCURTAIN,OK,74944,M,N,30000,6.25,0,2000,0,17179916858
Sumiyasu,Neukirchenr,F,401,121-7898,NORTH KINGSTOWN,RI,2854,M,N,95000,0,0,0,0,17179917035
Sundaresan,Khamisy,F,808,296-3582,HOLUALOA,HI,96725,M,Y,90000,8.25,0,2080,1040,17179917076
Susheel,Scheifler,F,940,328-2269,LUBBOCK,TX,79424,S,Y,100000,0,0,0,0,17179918077
Suzanna,Arbab,M,563,600-8574,ELKADER,IA,52043,M,N,60000,8.98,0,80,0,17179918266
Sven,Kitai,M,312,281-6119,VERMILION,IL,61955,S,N,20000,3,2000,0,0,17179918384
Svend,Colgate,M,775,199-9524,LAS VEGAS,NV,89156,M,Y,45000,0,0,0,0,17179918401
Svetozar,Tavangarian,M,520,516-5626,GOODYEAR,AZ,85338,M,Y,40000,3.335,0,4200,2300,17179918485
Sydney,Earley,M,248,983-3214,MORLEY,MI,49336,S,Y,10000,3.9,3100,0,3100,17179918735
Synnove,Malolepszy,M,505,557-8987,UTE PARK,NM,87749,S,N,25000,5.3,3300,0,0,17179918901
Tadaaki,Bohlen,M,713,579-1070,ROSS,TX,76684,M,Y,5000,0,0,0,0,17179919092
Taishin,Christiansen,M,979,687-2673,AUSTIN,TX,78789,M,N,95000,0,0,0,0,17179919559
Takaaki,Holager,F,301,204-3333,ROCKVILLE,MD,20852,S,N,95000,4.75,2400,0,0,17179919649
Takaharu,Kornatzky,F,307,927-1934,MANDERSON,WY,82432,S,Y,90000,0,0,0,0,17179919692
Tamal,Debackere,M,956,789-5772,COST,TX,78614,S,N,50000,0,0,0,0,17179920516
Tanja,Aritsugi,M,304,856-9972,ORLANDO,WV,26412,S,N,75000,6.5,2000,0,0,17179920857
Taoufiq,Shneerson,F,520,345-4155,PHOENIX,AZ,85086,M,Y,30000,3.1799998,0,4200,2300,17179921057
Tapan,Givaty,M,229,118-1173,UNION CITY,GA,30291,S,N,75000,6,2700,0,0,17179921076
Tarak,Moudgil,M,334,232-2614,CENTRE,AL,35960,S,N,80h000,5,1500,0,0,17179921156
Tareq,Cassaro,F,804,563-2843,BROAD RUN,VA,20137,M,N,50000,5.75,0,1800,0,17179921240
Tatsuie,Gausemeier,M,803,159-6413,COLUMBIA,SC,29225,M,Y,75000,7,0,6600,3300,17179921516
Tatsuji,Beilien,M,425,166-3141,SUMNER,WA,98352,S,Y,90000,0,0,0,0,17179921547
Tatsuro,D''Ambra,M,304,112-4259,HUNTINGTON,WV,25709,M,Y,55000,6.1499996,0,4000,2000,17179921652
Terilyn,Deo,F,406,226-8469,KREMLIN,MT,59532,S,N,20000,6.9,1900,0,0,17179922350
Teruko,Dolins,F,402,107-7998,LINCOLN,NE,68501,M,Y,20000,5.685643,0,206,103,17179922683
Teruo,Berqvist,F,202,609-7964,WASHINGTON,DC,20541,S,Y,25000,7.875,1370,0,1370,17179922743
Thao,Keustermans,M,302,670-8541,REHOBOTH BEACH,DE,19971,M,N,15000,2.8818183,0,220,0,17179923214
Thorsten,O''Young,F,626,804-5696,SAN JOSE,CA,95194,S,Y,70000,9.3,87,0,272,17179923930
Tianji,Boudaillier,M,940,117-2423,POTTSVILLE,TX,76565,S,Y,70000,0,0,0,0,17179924165
Tianruo,Jayawardene,M,208,888-4376,OLA,ID,83657,M,Y,85000,7.8,0,6600,3300,17179924219
Tihomir,Hallam,M,757,124-8609,VIRGINIA BEACH,VA,23454,S,N,50000,5.75,900,0,0,17179924359
Timbur,Collaud,M,256,552-8670,ECHOLA,AL,35457,S,Y,20000,5,1500,0,300,17179924559
Tiow,Litvinov,F,785,520-9457,OLATHE,KS,66062,M,N,10000,3.5,0,4500,0,17179924960
Tjalling,Smetana,M,641,776-6295,FARMERSBURG,IA,52047,S,N,60000,8.98,40,0,0,17179925118
Tohgoroh,ohn,M,337,420-4193,MARION,LA,71260,M,N,7000,6,0,9000,0,17179925292
Tohru,Quimby,M,435,726-7926,CANNONVILLE,UT,84718,S,Y,25000,7,2475,0,2475,17179925306
Tomoya,Balaguer,F,732,283-8716,SOUTH ORANGE,NJ,7079,M,Y,30000,1.5577083,0,2000,1500,17179925876
Toneluh,Piveteau,F,609,108-9576,TEANECK,NJ,7666,S,Y,65000,2.1096876,1000,0,1500,17179925950
Tucker,McDaniel,F,571,261-5642,ELKTON,VA,22827,M,Y,40000,5.75,0,1800,900,25769804528
Tuvi,Setubal,F,202,319-8553,WASHINGTON,DC,20029,M,Y,20000,6.75,0,2740,1370,25769804848
Tuyen,Urponen,M,234,167-7279,NEW CONCORD,OH,43762,S,Y,85000,3.36759,1300,0,1300,25769804892
Tzee,Herder,M,406,778-8381,GREAT FALLS,MT,59405,S,N,60000,6.9,1900,0,0,25769805121
Tzvi,Blumenthal,F,351,751-2397,ALLSTON,MA,2134,M,Y,75000,5.3,0,7150,1000,25769805244
Uli,McCabe,F,724,428-7253,ALLENTOWN,PA,18102,S,Y,20000,3.07,0,,0,25769805667
Ult,Pintelas,F,660,364-1783,FLORISSANT,MO,63034,M,Y,80000,6,0,4200,1200,25769805830
Uminder,Erbe,F,208,748-7352,HOMEDALE,ID,83628,M,Y,85000,7.8,0,6600,3300,25769805964
Ursula,Lindgren,M,731,513-2191,MEMPHIS,TN,38128,S,Y,20000,0,0,0,0,25769806295
Utpal,Brazile,M,954,475-7105,BRANDON,FL,33509,M,N,90000,0,0,0,0,25769806432
Vaggelis,Manukyan,M,985,588-3915,SHREVEPORT,LA,71106,M,N,95000,6,0,9000,0,25769806639
Vaidy,Feltelson,F,573,591-4813,EARTH CITY,MO,63045,M,Y,90000,6,0,4200,1200,25769806706
Van,Cords,F,605,240-5507,DALLAS,SD,57529,M,Y,15000,0,0,0,0,25769807143
Vania,Cichon,F,207,820-2457,WEST POLAND,ME,4291,M,N,25000,8.5,0,5700,0,25769807226
Vassos,Balbin,M,682,990-5627,CEE VEE,TX,79223,S,***,40000,0,0,0,0,25769807648
Veda,Gilleron,F,603,535-1151,TROY,NH,3465,M,N,65000,0,0,0,0,25769807813
Veda,Bank,F,339,854-8460,HANOVER,MA,2339,M,N,5000,5.3,0,7150,0,25769807819
Venkatram,Ehrenberger,M,580,468-5787,TULSA,OK,74126,S,Y,80000***,6.25,1000,0,1000,25769808136
Vern,Lahner,F,206,130-2823,EASTON,WA,98925,S,N,35000,0,0,0,0,25769808313
Veronica,Pardalos,F,702,169-1856,SILVERPEAK,NV,89047,M,Y,15000,0,0,0,0,25769808349
Veroniek,Kotidis,F,360,903-4890,COUGAR,WA,98616,S,N,75000,0,0,0,0,25769808372
Vesselin,Klutke,F,603,123-8043,FREEDOM,NH,3836,M,Y,90000,0,0,0,0,25769808485
Viiveke,Sanderson,F,207,875-4455,BRADFORD,ME,4410,M,N,25000,8.5,0,5700,0,25769808809
Vishal,Nikovski,F,513,513-8948,NEW CONCORD,OH,43762,S,N,20000,1.2099231,1300,0,0,25769809789
Vishwa,Rhee,F,608,924-8693,GILMAN,WI,54433,M,Y,85000,5.9232907,0,1400,400,25769809870
Vit,Grass,F,816,728-5094,FAIRVIEW,MO,64842,S,Y,30000,6,2100,0,1200,25769810014
Vladislav,Gazdar,M,225,961-3687,BORDELONVILLE,LA,71320,S,Y,30000,6,4500,0,1000,25769810459
Wamberto,Govers,F,860,743-9667,KENT,CT,6757,M,N,35000,5,0,24500,0,25769811433
Wanjiun,Schlattmann,M,573,180-7479,WALKER,MO,64790,M,Y,60000,6,0,4200,1200,25769811526
Weicheng,Raney,M,787,589-6343,SAN JUAN,PR,907,M,Y,45000,0,0,0,0,25769811998
Weicong,Skeie,M,907,426-6941,FORT YUKON,AK,99740,S,Y,30000,0,0,0,0,25769812014
Weiming,Leigh,F,757,705-3005,MANASSAS,VA,20109,M,N,75000,5.75,0,1800,0,25769812232
Weiping,Himsholt,M,907,828-5903,ANCHORAGE,AK,99524,M,N,50000,0,0,0,0,25769812288
Wellington,Thenmozhi,M,336,804-9495,WILMINGTON,NC,28411,M,Y,50000,6.7814684,0,6600,3300,25769812480
Wenhua,Ryslinkova,F,435,208-1447,SCIPIO,UT,84656,S,N,75000,7,2475,0,0,25769812745
Wenlong,Lovengreen,M,971,908-1582,CAVE JUNCTION,OR,97523,M,N,20000,9,0,318,0,25769812905
Wensheng,Theel,F,513,511-3771,LOCKBOURNE,OH,43194,S,N,5000,0.712,1300,0,0,25769812944
Wenyi,Tahar,F,302,964-6271,WILMINGTON,DE,19806,S,Y,45000,4.927273,110,0,110,25769813035
Wes,Granlund,F,785,343-2375,LURAY,KS,67649,S,N,65000,6.45,2250,0,0,25769813202
Will,Pirenne,F,608,108-7101,LAKE MLILS,WI,53551,S,Y,10000,4.620155,700,0,400,25769813898
Willibald,Gosel,M,410,302-5968,EAST NEW MARKET,MD,21631,M,Y,45000,4.75,0,4800,2400,25769814080
Winfried,Fokkink,M,501,275-8568,WARREN,AR,71671,M,N,50000,7,0,40,0,25769814328
Wladyslaw,Cavendish,F,567,887-5644,GREENTOWN,OH,44630,M,N,15000,1.0439488,0,2600,0,25769814533
Wolfgang,Thiem,M,314,206-5646,LURAY,MO,63453,S,Y,90000,6,2100,0,1200,25769814727
Wujia,Vaisey,M,812,578-8426,LA PORTE,IN,46350,M,Y,70000,3.4,,2000,1000,25769815130
Xiangyang,Sloman,M,830,395-7224,SCOTTSVILLE,TX,75688,S,Y,25000,0,0,0,0,25769815576
Xiaolin,Kogure,M,402,503-3346,CREIGHTON,NE,68729,M,Y,90000,6.84,0,206,103,25769816177
Xiaoxiong,Klimov,M,804,826-6470,VILLAGE,VA,22570,S,N,30000,5.75,900,0,0,25769816599
Xingbin,Kawagoe,M,304,403-8842,GRANT TOWN,WV,26574,M,N,50000,5.8,0,4000,0,25769816925
Xinyao,Roncato,F,310,700-2719,PINE VALLEqY,CA,91962,S,N,80000,9.3,87,0,0,25769817108
Xuding,Soderlund,F,563,284-8368,EARLY,IA,50535,S,Y,35000,5.567322,40,0,40,25769817444
Xuhua,Anson,F,339,677-4164,WOBURN,MA,1801,M,Y,50000,5.3,0,7150,1000,25769817679
Yaakov,Ferriere,F,202,637-5692,WASHINGTON,DC,20097,S,Y,45000,9,1370,0,1370,25769817756
Yahong,Porkaew,F,910,219-2062,STEM,NC,27581,M,Y,70000,7.201049,0,6600,3300,25769818050
YaLing,Jaklic,F,515,288-6055,CEDAR RAPIDS,IA,52498,M,Y,100000,8.98,0,80,40,25769818254
Yanis,Scherberger,F,401,405-4055,WOONSOCKET,RI,2895,M,Y,85000,0,0,0,0,25769818568
Yao,Zelesnik,F,443,779-4100,POCOMOKE CITY,MD,21851,S,N,40000,4.75,2400,0,0,25769818901
Yasuharu,Providence,M,301,516-7997,ELK MILLS,MD,21920,S,N,25000,4.75,2400,0,0,25769819321
Yasuichi,Sereno,M,859,740-5321,OWINGeSVILLE,KY,40360,M,Y,30000,3.5,0,40,20,25769819342
Yasuyuki,Parris,M,802,686-3129,NORTH CONCORD,VT,5858,M,N,50000,3.9998987,0,6600,0,25769819551
Yasuyuki,Gurr,M,708,440-5472,CARLINVILLE,IL,62626,M,N,35000,3,0,4000,0,25769819558
Yehudit,Chuah,M,712,830-7603,POMEROY,IA,50575,S,N,75000,8.98,40,0,0,25769819876
Yichiang,Mittasch,M,208,555-5008,ROGERSON,ID,83302,M,Y,5000,2.6903439,0,6600,3300,25769820350
Yichiang,Kaushik,M,571,412-6269,CENTER CROSS,VA,22437,M,N,20000,57.5,0,800,0,25769820358
Yigit,McIlraith,M,843,482-1332,EDGEFIELD,SC,29824,M,Y,90000,7,0,6600,3300,25769820460
Yijie,Moorman,F,802,398-4339,EAST MONTPELIER,VT,5651,xS,N,75000,4.4972854,3300,0,0,25769820540
Yimeng,Vosburgh,F,803,141-8300,SIMPSONVILLE,SC,29681,M,Y,15000,7,0,6600,3300,25769820691
Yimeng,Brainerd,F,301,102-2110,AVENUE,MD,20609,S,N,45000,4.75,2400,0,0,25769820693
Yinghua,Menczer,M,904,549-3564,TARPON SPRINGS,FL,34688,M,N,35000,0,0,0,0,25769820847
Yingping,Redon,F,469,496-1253,ARGYLE,TX,76226,M,Y,100000,0,0,0,0,25769820909
Yiwan,Milgram,M,503,605-1000,SALEM,OR,97304,M,N,75000,9,0,318,0,25769821178
Ymte,Lafond,M,505,628-8004,CHACON,NM,87713,S,Y,40000,5.3,3300,0,3300,25769821398
Yongkyun,Schmies,M,937,470-5550,AMLIN,OH,43002,S,Y,15000,1.0493488,1300,0,1300,25769822168
Yordan,Loyot,F,860,313-6629,STAMFORD,CT,6920,S,N,85000,5,12750,0,0,25769822517
Yoshiaki,Kohda,F,267,649-8797,MIDDLEBURG,PA,17842,M,N,100000,3.07,0,0,0,25769822642
Yoshiko,Freburger,M,401,746-1051,JAMESTOWN,RI,2835,M,Y,40000,0,0,0,0,25769822833
Yosuke,Acil''diev,F,276,680-1827,SUSSEX,VA,23884,M,N,20000,5.75,0,1800,0,25769823251
Youpyo,Klingspor,F,701,740-6251,DAZEY,ND,58429,S,N,85000,2.7410512,3300,0,0,25769823695
Youquan,Schefe,M,574,955-1658,INDIANAPOLIS,IN,46227,M,Y,30000,3.4,0,2000,1000,25769823706
Yudell,Lorho,M,304,423-7026,EAST BANK,WV,25067,M,Y,5000,3,0,4000,2000,25769824057
Yukari,Messeguer,F,406,428-4750,FROID,MT,59226,M,Y,95000,6.9,0,3800,1900,25769824674
Yukihiro,Lovis,M,559,610-7665,SACRAMENTO,CA,94259,M,N,85000,9.3,,174,0,25769824759
Yukiko,Itschner,M,484,919-4932,BATH,PA,18014,S,N,50000,3.07,0,0,0,25769824807
Yusuke,Rettelbach,M,304,294-6579,PAW PAW,WV,25434,S,N,35000,4.75,2000,0,0,25769825657
Yuuichi,Heylen,M,636,695-2712,ELSBERRY,MO,63343,M,N,55000,6,0,4200,0,25769825719
Yuzhuo,Siegl,M,409,389-3112,MOSCOW,TX,75960,M,Y,100000,0,0,0,0,25769825874
Yuzo,Rabagliati,F,319,900-6193,CRESTON,IA,50801,S,N,50000,7.8829904,40,0,0,25769825895
Yuzuru,Erde,M,414,613-4671,ELROY,WI,53929,S,N,95000,6.097042,700,0,0,25769825941
Zachary,Graft,F,802,224-7850,WEST DUMMERSTON,VT,5357,S,N,95000,4.8951945,3300,0,0,25769826093
Zahia,Swiler,F,907,110-6684,EKWOK,AK,99580,S,N,500,0,0,0,0,25769826180
Zane,Standing,F,701,283-4044,PEKIN,ND,58361,M,Y,30000,2.1034775,0,6600,3300,25769826343
Zbigniew,Matteucci,M,706,310-7952,BONAIRE,GA,31005,M,Y,60000,6,0,5400,3000,25769826475
Zeng,Twardowski,F,443,279-2313,ROCK HALL,MD,21661,M,Y,10000,4.75,0,4800,2400,25769826739
Zhanqiu,Frisch,F,775,565-4096,LAS VEGAS,NV,89146,M,N,25000,0,0,0,0,25769826975
Zhaohua,Steketee,M,314,998-1849,META,MO,65058,M,Y,90000,6,0,4200,1200,25769827030
Zhibiao,Thamm,F,309,531-6483,RIO,IL,61472,S,N,50000,3,2000,0,0,25769827464
Zoltan,Terwijn,M,808,372-6227,KUNIA,HI,96759,S,Y,90000,8.25,1040,0,1040,25769828928
Zubair,Selenyi,M,662,938-3031,JACKSON,MS,39235,fS,Y,40000,5,6000,0,1500,25769829195
Zuoquan,Zwarico,M,352,608-4523,SAINT AUGUSTINE,FL,32086,M,Y,40000,0,0,0,0,25769829256
