index,fname,lname,gender,areacode,phone,city,state,zip,maritalstatus,haschild,salary,rate,singleexemp,marriedexemp,childexemp
8803,Mirka,Sureson,M,505,519-4333,WHITE SANDS MISSILE RANGE,NM,88002.0,S,Y,5000,1.7,3300,0,3300
8804,Mong,Trammell,F,507,136-7160,RAYMOND,MN,56282.0,S,Y,35000,6.1232123,3300,0,3300
8805,Maarten,Marquardt,F,937,980-4188,BRECKSVILLE,OH,44141.0,M,Y,45000,2.0397950000000002,0,2600,1300
8806,Brijesh,Lanka,M,970,446-7661,FLORENCE,CO,81290.0,M,Y,45000,4.63,0,0,0
8807,Yosihisa,Olveszky,F,775,117-4485,LAS VEGAS,NV,89116.0,M,N,70000,0.0,0,0,0
8808,Sadaki,Nishimukai,F,251,318-5945,URIAH,AL,36480.0,M,N,5000,5.0,0,3000,0
8809,Chacko,Haudot,M,719,129-1770,YAMPA,CO,80483.0,S,N,50000,4.63,0,0,0
8810,Hikaru,Gerberich,F,808,531-3126,HONOLULU,HI,96814.0,S,N,30000,6.447368,1040,0,0
8811,Courtland,Oberhauser,F,417,275-3267,KANSAS CITY,MO,64141.0,M,N,50000,6.0,0,4200,0
8812,Jana,Nastar,M,410,693-5973,COLUMBIA,MD,21046.0,M,Y,95000,4.75,0,4800,2400
8813,Gees,Jezioranski,M,936,754-5469,EDDY,TX,76524.0,S,N,30000,0.0,0,0,0
8814,Lip,Lobelle,M,603,700-2394,CHICHESTER,NH,3258.0,S,N,10000,0.0,0,0,0
8815,Souad,Pescio,F,304,734-5749,MILTON,WV,25541.0,M,N,80000,6.5,0,4000,0
8816,Pang,Stasinski,M,719,256-8151,BASALT,CO,81621.0,S,Y,70000,4.63,0,0,0
8817,Wibke,Naixiao,F,828,151-2950,HAVELOCK,NC,28532.0,S,Y,45000,6.676573299999999,3300,0,3300
8818,Gale,Seress,F,203,569-7091,MARION,CT,6444.0,M,Y,20000,5.0,0,24500,0
8819,Padma,Pocchiola,M,605,151-7414,CUSTER,SD,57730.0,M,Y,90000,0.0,0,0,0
8820,Adelheit,Kloeden,F,605,840-4783,SIOUX FALLS,SD,57192.0,S,Y,65000,0.0,0,0,0
8821,Ulises,Thisen,M,308,627-6492,OCONTO,NE,68860.0,S,Y,40000,6.84,103,0,103
8822,Mujdat,Heyers,M,605,561-2148,PEEVER,SD,57257.0,S,N,80000,0.0,0,0,0
8823,Soma,Cartier,M,231,302-9597,EASTPOINTE,MI,48021.0,S,Y,40000,3.9,3100,0,3100
8824,Jeannette,Lunn,M,307,288-4161,BONDURANT,WY,82922.0,M,N,70000,0.0,0,0,0
8825,Hungshiung,Bux,F,602,532-9329,PHOENIX,AZ,85025.0,S,N,35000,3.2575,2100,0,0
8826,Yeimkuan,Smailagic,F,304,102-6578,HEWETT,WV,25108.0,M,N,55000,6.1499996,0,4000,0
8827,Patricio,Josifovski,M,702,863-2579,LAS VEGAS,NV,89199.0,M,N,15000,0.0,0,0,0
8828,Young,Geeter,F,206,929-7176,OLYMPIA,WA,98516.0,S,N,90000,0.0,0,0,0
8829,Hollie,Eustace,M,404,516-2234,MACON,GA,31295.0,S,N,45000,6.0,2700,0,0
8830,Regine,Ventsov,F,301,822-3628,EDGEWOOD,MD,21040.0,S,Y,95000,4.75,2400,0,2400
8831,Sophocles,Chown,F,502,184-1545,GUNLOCK,KY,41632.0,S,N,60000,5.1666669999999995,20,0,0
8832,Zhongwei,Asuru,M,605,192-2048,FAIRFAX,SD,57335.0,S,Y,75000,0.0,0,0,0
8833,Heekyoung,Leishman,F,410,151-6587,CHESTER,MD,21619.0,M,Y,65000,4.75,0,4800,2400
8834,Minder,Dubhashi,M,803,900-4924,SUMMERVILLE,SC,29485.0,S,Y,70000,7.0,3300,0,3300
8835,Feixiong,Carciofini,M,412,521-4342,POTTSTOWN,PA,19464.0,M,N,85000,3.07,0,0,0
8836,Valeska,Gerstenkorn,F,303,516-4554,MESA VERDE NATIONAL PARK,CO,81330.0,M,Y,55000,4.63,0,0,0
8837,Rosita,Ozols,M,520,967-2053,PIMA,AZ,85543.0,M,N,85000,4.0325,0,4200,0
8838,Peteris,Mutlu,M,971,589-7905,FORT KLAMATH,OR,97626.0,M,N,85000,9.0,0,318,0
8839,Dusko,Uhrik,F,207,573-8196,CLAYTON LAKE,ME,4737.0,S,Y,25000,8.5,2850,0,2850
8840,Radoslaw,Gwinn,F,952,922-1650,TALMOON,MN,56637.0,S,N,75000,7.85,3300,0,0
8841,Maribeth,Dresser,M,406,249-7194,HOBSON,MT,59452.0,S,N,40000,6.9,1900,0,0
8842,Yihua,Hojati,F,307,230-3350,ALTA,WY,83414.0,S,Y,100000,0.0,0,0,0
8843,Vineeth,Telerman,F,505,546-7589,SAN CRISTOBAL,NM,87564.0,S,N,10000,3.2428572,3300,0,0
8844,Mirka,Grogono,M,301,175-5656,LA PLATA,MD,20646.0,M,N,70000,4.75,0,4800,0
8845,Maitham,Melville,F,317,351-7585,CRAWFORDSVILLE,IN,47933.0,M,Y,90000,3.4,0,2000,1000
8846,Waheed,Decaestecker,M,334,236-6637,PENNINGTON,AL,36916.0,M,N,20000,5.0,0,3000,0
8847,Zahir,Strouf,M,314,580-9487,SAINT LOUIS,MO,63155.0,M,Y,55000,6.0,0,4200,1200
8848,Haider,Samadani,M,203,381-1999,WATERBURY,CT,6725.0,S,Y,5000,3.0,12750,0,0
8849,Keumog,Reitenspies,F,314,939-4566,HALLSVILLE,MO,65255.0,M,Y,40000,6.0,0,4200,1200
8850,Purnendu,Lunt,M,715,773-6546,BURNETT,WI,53922.0,S,Y,100000,6.183918,700,0,400
8851,Rense,Linehan,F,434,406-7028,CRIPPLE CREEK,VA,24322.0,M,N,20000,5.75,0,1800,0
8852,Leroy,Satyanarayanan,M,801,515-1018,SALT LAKE CITY,UT,84123.0,S,Y,60000,7.0,2475,0,2475
8853,Vinot,Bordawekar,F,763,209-9060,YOUNG AMERICA,MN,55560.0,M,Y,30000,5.8564034000000005,0,6600,3300
8854,Spyridon,Slavenburg,F,423,938-6096,MEMPHIS,TN,38107.0,S,N,70000,0.0,0,0,0
8855,Fahimeh,Aoreira,F,731,173-3308,NASHVILLE,TN,37242.0,S,N,70000,0.0,0,0,0
8856,Isdor,Lawry,F,802,320-5307,JERICHO,VT,5465.0,S,Y,100000,4.9946720000000004,3300,0,3300
8857,Leelanivas,Theel,F,520,336-9489,SUN CITY,AZ,85351.0,S,Y,20000,3.0249999,2100,0,2300
8858,Kanth,Pirogowa,F,503,457-6705,CANBY,OR,97013.0,S,N,40000,9.0,159,0,0
8859,Miyako,Candy,F,701,939-7788,KENMARE,ND,58746.0,S,Y,90000,2.7990127,3300,0,3300
8860,Babubhai,Blok,M,260,404-8155,DANA,IN,47847.0,M,Y,10000,3.4,0,2000,1000
8861,Jagdish,Noble,F,208,718-7809,WALLACE,ID,83873.0,M,Y,60000,7.8,0,6600,3300
8862,Taiji,Lunbeck,M,402,625-2086,RISING CITY,NE,68658.0,S,Y,30000,6.84,103,0,103
8863,Taizo,Bitton,F,570,523-1975,HEREFORD,PA,18056.0,S,Y,5000,3.07,0,0,0
8864,Jorjeta,Swoboda,M,802,383-2024,CALAIS,VT,5648.0,S,Y,10000,3.6,3300,0,3300
8865,Timo,Class,M,617,784-7433,AGAWAM,MA,1001.0,S,Y,10000,5.3,3575,0,1000
8866,Hiromu,Karnin,M,939,165-1479,CATANO,PR,962.0,M,N,5000,0.0,0,0,0
8867,Mirjana,Vondran,F,608,318-3301,CHIPPEWA FALLS,WI,54774.0,S,N,90000,6.010166000000001,700,0,0
8868,Yousef,Hokimoto,M,765,383-1790,GARY,IN,46409.0,M,Y,25000,3.4,0,2000,1000
8869,Nayeem,Renear,F,603,758-4658,ERROL,NH,3579.0,M,Y,85000,0.0,0,0,0
8870,Havard,Ungar,M,207,632-2150,HALLOWELL,ME,4347.0,S,N,10000,4.5857663,2850,0,0
8871,Rafael,Niittylahti,F,918,889-3397,CEMENT,OK,73017.0,S,Y,30000,6.25,1000,0,1000
8872,Yimeng,Lazensky,F,801,602-2291,GARRISON,UT,84728.0,M,N,70000,7.0,0,4950,0
8873,Santiago,Barreiro,F,769,456-7022,CORINTH,MS,38834.0,M,N,50000,5.0,0,12000,0
8874,Yoshikatsu,Pinotti,F,775,806-4157,EUREKA,NV,89316.0,M,N,45000,0.0,0,0,0
8875,Dannz,Baak,M,617,551-7045,ROXBURY CROSSING,MA,2120.0,M,N,5000,5.3,0,7150,0
8876,Seungjoon,Siprelle,M,253,955-8209,VANCOUVER,WA,98660.0,M,N,10000,0.0,0,0,0
8877,Isidor,Prodiner,F,775,784-6893,LAS VEGAS,NV,89162.0,S,N,20000,0.0,0,0,0
8878,Weikai,Takada,M,479,902-3692,TUMBLING SHOALS,AR,72581.0,M,Y,45000,7.0,0,40,20
8879,Masayoshi,Isles,M,435,992-6136,ALTON,UT,84710.0,M,N,60000,7.0,0,4950,0
8880,Pak,Clancy,M,406,645-7089,BILLINGS,MT,59114.0,S,Y,35000,6.9,1900,0,1900
8881,Shintaro,Sugawara,F,919,916-6854,ANDREWS,NC,28901.0,S,Y,85000,7.515733999999999,3300,0,3300
8882,Juhnyoung,Promhouse,M,540,852-2754,MONETA,VA,24121.0,S,N,55000,5.75,900,0,0
8883,Woei,Meeson,M,828,607-9367,LINVILLE FALLS,NC,28647.0,S,N,15000,6.047202599999999,3300,0,0
8884,Zuwang,Feldmesser,M,406,496-8463,BILLINGS,MT,59101.0,M,Y,80000,6.9,0,3800,1900
8885,Mao,Uchoa,F,318,948-8630,METAIRIE,LA,70004.0,S,N,90000,6.0,4500,0,0
8886,Youichi,Dewar,M,218,524-6483,MINNEAPOLIS,MN,55454.0,M,N,70000,7.85,0,6600,0
8887,Yingfeng,Wansing,M,434,196-2117,STUDLEY,VA,23162.0,S,N,95000,5.75,900,0,0
8888,Geng,Benzaken,M,610,861-2797,HESSTON,PA,16647.0,M,N,50000,3.07,0,0,0
8889,Ognian,Gulliver,F,952,860-6562,MINNEAPOLIS,MN,55486.0,M,Y,30000,5.8564034000000005,0,6600,3300
8890,Zhengyan,Claybrook,M,208,560-5067,WARREN,ID,83671.0,S,Y,15000,5.529042,3300,0,3300
8891,Junas,Flank,M,540,377-8648,GREENBACKVILLE,VA,23356.0,M,N,10000,3.875,0,1800,0
8892,Pierce,Trevillyan,F,928,577-1594,MOHAVE VALLEY,AZ,86446.0,M,Y,65000,3.7224998,0,4200,2300
8893,Errol,Pesonen,M,573,358-4563,WILLIAMSVILLE,MO,63967.0,S,N,50000,6.0,2100,0,0
8894,Timothy,Breeding,F,808,579-6611,HONOLULU,HI,96824.0,M,N,85000,8.25,0,2080,0
8895,Bern,Gunthor,F,878,174-3841,MELCROFT,PA,15462.0,S,N,75000,3.07,0,0,0
8896,Ranald,Flanders,F,405,328-8985,EL RENO,OK,73036.0,S,N,70000,6.25,1000,0,0
8897,Giampiero,Trammell,F,203,749-7000,WATERBURY,CT,6726.0,S,N,55000,5.0,12750,0,0
8898,Lorenz,Picaronny,F,770,153-7138,ROCKY FORD,GA,30455.0,M,Y,30000,6.0,0,5400,3000
8899,Margrit,Peterka,F,812,940-6510,BROOK,IN,47922.0,M,N,90000,3.4,0,2000,0
8900,Zahir,Erwig,M,208,998-9050,BOISE,ID,83709.0,M,N,100000,7.8,0,6600,0
8901,Dhananjai,Geraci,F,802,529-7513,WASHINGTON,VT,5675.0,S,Y,30000,3.6019894999999997,3300,0,3300
8902,Vittal,Streich,M,864,133-8593,COLUMBIA,SC,29229.0,S,N,50000,7.0,3300,0,0
8903,Tirza,Fayyad,F,302,673-3749,NEW CASTLE,DE,19720.0,S,Y,65000,5.95,110,0,110
8904,Johnny,Janetzko,M,701,375-2162,UPHAM,ND,58789.0,M,Y,85000,2.7410512000000002,0,6600,3300
8905,Carolos,Mintchev,M,606,357-9905,REYNOLDS STATION,KY,42368.0,M,Y,95000,6.0,0,40,20
8906,Domen,Kasprzak,M,623,101-3117,TOLLESON,AZ,85353.0,S,N,75000,3.8775,2100,0,0
8907,Hartmann,Clair,M,505,779-6773,CARSON,NM,87517.0,S,Y,20000,5.3,3300,0,3300
8908,Shaowei,Urso,M,915,861-4669,RIVERSIDE,TX,77367.0,M,N,55000,0.0,0,0,0
8909,Jyrki,McCandless,M,847,766-8407,WAYNE,IL,60184.0,S,N,95000,3.0,2000,0,0
8910,Soraya,Escriba,F,224,310-8599,WENONA,IL,61377.0,M,N,40000,3.0,0,4000,0
8911,Qingming,Guttag,F,610,863-5169,CONCORDVILLE,PA,19339.0,M,N,30000,3.07,0,0,0
8912,Gregorio,Nord,M,580,767-3030,FORT SUPPLY,OK,73841.0,S,N,100000,6.25,1000,0,0
8913,Yoshifumi,Pemmaraju,M,785,132-8232,FORT RILEY,KS,66442.0,S,Y,85000,6.45,2250,0,2250
8914,Weipeng,Brykczynski,M,815,836-2266,MOSSVILLE,IL,61552.0,M,Y,70000,3.0,0,4000,2000
8915,Ceon,Kessler,M,240,208-8106,CHURCHVILLE,MD,21028.0,S,N,95000,4.75,2400,0,0
8916,Toshimo,Lahiri,F,980,541-6650,GODWIN,NC,28344.0,S,Y,45000,6.676573299999999,3300,0,3300
8917,Dilvan,Dijkstra,M,571,711-6018,RURAL RETREAT,VA,24368.0,M,Y,100000,5.75,0,1800,900
8918,Dinah,Rullman,M,847,279-4694,RICHTON PARK,IL,60471.0,M,Y,80000,3.0,0,4000,2000
8919,Melanie,Rubio,F,423,832-2987,TRADE,TN,37691.0,M,N,70000,0.0,0,0,0
8920,Kowen,Vendrig,M,920,362-7566,MILWAUKEE,WI,53278.0,M,Y,45000,5.228285,0,1400,400
8921,Hirohito,Nastea,M,815,655-5890,BASCO,IL,62313.0,S,Y,80000,3.0,2000,0,2000
8922,Ephrem,Affane,F,775,811-5753,LAS VEGAS,NV,89137.0,M,Y,25000,0.0,0,0,0
8923,Wojciech,Dalphin,F,816,456-1110,BLAIRSTOWN,MO,64726.0,S,Y,70000,6.0,2100,0,1200
8924,Xue,Galiana,M,605,651-6843,SIOUX FALLS,SD,57110.0,M,Y,95000,0.0,0,0,0
8925,KayLiang,Ronchette,M,319,895-6061,MALLARD,IA,50562.0,S,N,20000,3.2516527,40,0,0
8926,Eliana,Champagne,F,479,834-1229,OZARK,AR,72949.0,M,N,80000,7.0,0,40,0
8927,Sivakumar,Kaye,F,520,936-8176,PHOENIX,AZ,85032.0,M,Y,65000,3.7224998,0,4200,2300
8928,Jiahua,Parter,F,218,624-6916,BLOOMING PRAIRIE,MN,55917.0,M,N,100000,7.85,0,6600,0
8929,Mahan,Escriba,F,715,171-5691,NEW HOLSTEIN,WI,53062.0,S,N,10000,4.6201550000000005,700,0,0
8930,Darko,Dulli,M,505,347-3561,CASA BLANCA,NM,87007.0,M,N,5000,1.7,0,6600,0
8931,Luigi,Walrand,M,314,955-2262,MOUNTAIN GROVE,MO,65711.0,S,Y,5000,3.75,2100,0,1200
8932,Parke,Kleinosky,M,862,381-9786,MONMOUTH BEACH,NJ,7750.0,M,Y,35000,1.6365625,0,2000,1500
8933,Alle,Marathe,M,603,467-8173,HILL,NH,3243.0,S,Y,75000,0.0,0,0,0
8934,Hongwen,Luckham,F,802,687-6996,WATERVILLE,VT,5492.0,M,N,5000,3.6,0,6600,0
8935,Wakaha,Leslie,M,702,775-2006,CARSON CITY,NV,89713.0,S,Y,70000,0.0,0,0,0
8936,Saddek,Rauhe,M,360,549-7588,ELBE,WA,98330.0,M,Y,85000,0.0,0,0,0
8937,Takao,Worland,M,830,880-7762,PREMONT,TX,78375.0,S,Y,60000,0.0,0,0,0
8938,Bingchiang,Azevdeo,M,775,466-8692,HENDERSON,NV,89012.0,S,N,95000,0.0,0,0,0
8939,Aurel,Grundmann,F,757,881-3547,QUANTICO,VA,22135.0,M,Y,15000,5.214286,0,1800,900
8940,Toshikazu,Blom,F,814,617-1558,ENTRIKEN,PA,16638.0,M,Y,5000,3.07,0,0,0
8941,Hyo,Hagemann,M,509,926-7173,BLAINE,WA,98230.0,S,N,20000,0.0,0,0,0
8942,Marjo,Terrasse,M,804,498-5961,PORTSMOUTH,VA,23702.0,M,N,10000,3.875,0,1800,0
8943,Teade,Bert,M,480,224-4133,SUPERIOR,AZ,85173.0,S,Y,15000,2.9475,2100,0,2300
8944,Mingfang,Lindblad,F,802,927-9707,RICHMOND,VT,5477.0,S,Y,100000,4.9946720000000004,3300,0,3300
8945,Jianhui,Brustmann,F,763,311-9220,COURTLAND,MN,56021.0,M,N,10000,5.35,0,6600,0
8946,Mathematics,Lorin,M,606,871-7948,HAZEL GREEN,KY,41332.0,S,Y,60000,5.1666669999999995,20,0,20
8947,Rei,Butter,F,305,454-5787,CANAL POINT,FL,33438.0,S,Y,90000,0.0,0,0,0
8948,Vugranam,Pettersson,F,915,409-3783,ATASCOSA,TX,78002.0,M,N,5000,0.0,0,0,0
8949,Horward,Ramalingam,F,775,982-6282,SPARKS,NV,89434.0,M,Y,50000,0.0,0,0,0
8950,Raf,Behr,F,229,631-9119,ATLANTA,GA,31107.0,S,N,10000,6.0,2700,0,0
8951,Rafik,Manegold,F,870,897-5586,BLYTHEVILLE,AR,72315.0,M,N,75000,7.0,0,40,0
8952,Seungwang,Kleiser,M,636,298-6400,KANSAS CITY,MO,64129.0,S,Y,85000,6.0,2100,0,1200
8953,Suhayya,Monkeberg,F,203,366-6146,NEW CANAAN,CT,6840.0,M,N,10000,0.0,0,24500,0
8954,Mohan,Kameny,F,773,222-4782,MEDIA,IL,61460.0,S,Y,90000,3.0,2000,0,2000
8955,Weidon,Goerigk,F,719,436-3434,WALSENBURG,CO,81089.0,S,N,35000,4.63,0,0,0
8956,Michial,Medvidovic,F,406,210-3186,SUPERIOR,MT,59872.0,S,N,80000,6.9,1900,0,0
8957,Jieyu,Colliat,M,202,379-3959,WASHINGTON,DC,20447.0,M,Y,60000,9.0,0,2740,1370
8958,Tiziano,Bocquet,M,615,670-5416,LANCASTER,TN,38569.0,M,N,70000,0.0,0,0,0
8959,Giordano,Samlowski,M,205,950-6367,HOLY TRINITY,AL,36859.0,S,Y,15000,5.0,1500,0,300
8960,Luerbio,Greenaway,M,907,519-7242,EIELSON AFB,AK,99702.0,S,N,65000,0.0,0,0,0
8961,Lauren,Strout,M,256,501-6617,PETERSON,AL,35478.0,M,N,30000,5.0,0,3000,0
8962,Lynnau,Rumelhart,M,860,456-2523,STAMFORD,CT,6920.0,S,Y,45000,5.0,12750,0,0
8963,Bhuvan,Leivant,M,712,274-2723,BUCKEYE,IA,50043.0,S,Y,65000,8.98,40,0,40
8964,Rajmohan,Steffan,F,404,530-3747,ATLANTA,GA,30320.0,S,Y,30000,6.0,2700,0,3000
8965,Lyman,Giachin,F,207,539-7955,STANDISH,ME,4084.0,S,Y,85000,8.5,2850,0,2850
8966,Aarni,Tuozzi,M,828,260-2616,REX,NC,28378.0,M,N,100000,7.8304195000000005,0,6600,0
8967,Pal,Milis,M,859,564-8856,STANLEY,KY,42375.0,M,Y,70000,5.722222299999999,0,40,20
8968,Byron,Deringer,M,207,400-8415,BRUNSWICK,ME,4011.0,S,Y,100000,8.5,2850,0,2850
8969,Hirosi,Tani,F,907,689-3817,TANACROSS,AK,99776.0,S,N,65000,0.0,0,0,0
8970,Cyrano,Gong,F,769,793-4977,HOULKA,MS,38850.0,M,N,75000,5.0,0,12000,0
8971,Jacqueline,Koshino,F,904,271-2922,MIAMI,FL,33177.0,S,N,70000,0.0,0,0,0
8972,Arcot,Chellappa,M,978,394-4448,GRANBY,MA,1033.0,M,N,50000,5.3,0,7150,0
8973,Alessio,Catalkaya,M,802,590-6234,SOUTH ROYALTON,VT,5068.0,S,Y,55000,4.099376,3300,0,3300
8974,Sandrine,Munro,F,757,777-9173,JEWELL RIDGE,VA,24622.0,S,Y,45000,5.75,900,0,900
8975,Adrianus,Couchot,M,203,706-4431,BROAD BROOK,CT,6016.0,M,N,25000,5.0,0,24500,0
8976,Rajendra,Pflugl,F,734,108-5339,OMER,MI,48749.0,S,N,80000,3.9,3100,0,0
8977,Nam,Jueneman,M,406,219-8930,SILVER STAR,MT,59751.0,M,Y,30000,6.9,0,3800,1900
8978,Atreyi,Kabalevsky,M,701,748-3595,HANKINSON,ND,58041.0,M,N,95000,2.8569736,0,6600,0
8979,Ziyad,Boville,M,787,175-2048,PUERTO REAL,PR,740.0,S,N,55000,0.0,0,0,0
8980,Bryant,Hitzenberger,F,808,248-5536,PUUNENE,HI,96784.0,M,Y,60000,8.25,0,2080,1040
8981,Chengzhong,Starr,F,202,689-9304,WASHINGTON,DC,20437.0,M,N,60000,9.0,0,2740,0
8982,Fiaz,Flotzinger,M,918,937-9824,LEONARD,OK,74043.0,S,N,25000,6.25,1000,0,0
8983,Yuval,Lvov,M,401,932-6134,BARRINGTON,RI,2806.0,M,N,100000,0.0,0,0,0
8984,Chyuan,Ushiama,M,865,849-3078,EVENSVILLE,TN,37332.0,S,N,15000,0.0,0,0,0
8985,Yiannakis,Borning,F,319,355-7465,CHILLICOTHE,IA,52548.0,S,Y,45000,7.111101,40,0,40
8986,Andrew,Yagi,M,505,673-9935,MULE CREEK,NM,88051.0,S,N,90000,5.3,3300,0,0
8987,Maisa,Bruandet,F,334,979-3756,LOWNDESBORO,AL,36752.0,M,N,75000,5.0,0,3000,0
8988,Janaina,Samarati,M,939,565-8371,SAN JUAN,PR,912.0,S,Y,95000,0.0,0,0,0
8989,Mori,Kemppainen,F,505,347-7206,CARLSBAD,NM,88221.0,M,N,20000,5.3,0,6600,0
8990,Soenke,Shrager,F,907,596-9029,WILLOW,AK,99688.0,M,Y,40000,0.0,0,0,0
8991,Uriel,Yingchun,F,501,643-5336,PARAGOULD,AR,72451.0,S,Y,15000,3.7730370000000004,20,0,20
8992,Yadong,Wiseman,M,410,684-8355,COLLEGE PARK,MD,20740.0,S,Y,90000,4.75,2400,0,2400
8993,Akhileswaran,Purna,M,734,712-1924,MAYVILLE,MI,48744.0,S,N,15000,3.9,3100,0,0
8994,Sebastiano,Schober,F,801,413-5535,SALT LAKE CITY,UT,84104.0,M,Y,65000,7.0,0,4950,2475
8995,Yael,Madanlal,M,708,369-3083,ANNAWAN,IL,61234.0,M,N,100000,3.0,0,4000,0
8996,Debashish,Baja,F,316,475-4049,UNIONTOWN,KS,66779.0,S,N,35000,6.45,2250,0,0
8997,Kim,Kharatishvili,F,330,299-6640,SUMMIT STATION,OH,43073.0,S,Y,20000,1.2099231000000001,1300,0,1300
8998,Naji,Bashir,M,802,771-1171,PERKINSVILLE,VT,5151.0,M,Y,10000,3.6,0,6600,3300
8999,Nassrin,Okuhata,M,208,679-2460,PRESTON,ID,83263.0,M,Y,50000,7.8,0,6600,3300
9000,Sayed,Riefers,F,865,936-6634,NASHVILLE,TN,37241.0,S,N,55000,0.0,0,0,0
9001,Alissa,Tuozzi,M,240,953-1570,ROCK POINT,MD,20682.0,M,Y,90000,4.75,0,4800,2400
9002,Karlis,Peek,F,804,614-8728,AXTON,VA,24054.0,M,N,35000,5.75,0,1800,0
9003,Isabelle,Edler,F,505,956-4952,CERRO,NM,87519.0,S,Y,40000,5.3,3300,0,3300
9004,Haruhisa,Pinheiro,M,704,110-7041,WAYNESVILLE,NC,28786.0,S,Y,35000,6.466783,3300,0,3300
9005,Samual,Purna,F,202,934-2010,WASHINGTON,DC,20035.0,M,N,80000,9.0,0,2740,0
9006,Donn,Plun,M,401,765-8096,PROVIDENCE,RI,2901.0,S,N,30000,0.0,0,0,0
9007,Jitendra,Xiaowen,F,308,652-5557,LINCOLN,NE,68532.0,M,N,30000,6.84,0,206,0
9008,Ulric,Eyre,M,641,943-6712,ESTHERVILLE,IA,51334.0,S,Y,85000,8.98,40,0,40
9009,Hiroyuke,Remy,F,617,272-7532,MEDFIELD,MA,2052.0,M,Y,50000,5.3,0,7150,1000
9010,Eishiro,Tari,M,769,602-4759,VAUGHAN,MS,39179.0,S,Y,45000,5.0,6000,0,1500
9011,Simonas,Buchinger,F,603,600-3264,GUILD,NH,3754.0,S,N,30000,0.0,0,0,0
9012,Yellamraju,Spink,M,907,381-3605,SELDOVIA,AK,99663.0,M,N,100000,0.0,0,0,0
9013,Jadwiga,Masden,F,401,319-9853,CENTRAL FALLS,RI,2863.0,M,N,100000,0.0,0,0,0
9014,Sylvanus,Biscondi,F,773,346-3714,CHICAGO,IL,60697.0,S,Y,45000,3.0,2000,0,2000
9015,Eginhard,Osterweil,M,878,721-5542,MCADOO,PA,18237.0,S,N,80000,3.07,0,0,0
9016,Unal,Devries,M,703,406-9876,CENTREVILLE,VA,20122.0,M,N,25000,5.75,0,1800,0
9017,Benhur,Hodzic,F,918,680-4096,CHEYENNE,OK,73628.0,S,Y,15000,6.25,1000,0,1000
9018,Rajeev,Simhi,F,602,688-7456,YUMA,AZ,85365.0,M,Y,55000,3.5674998999999996,0,4200,2300
9019,Odile,Hehmann,F,719,808-8135,DENVER,CO,80205.0,M,Y,70000,4.63,0,0,0
9020,Harngdar,Schonhut,F,509,834-6518,COLFAX,WA,99111.0,S,Y,95000,0.0,0,0,0
9021,Kiyonori,Gimarc,M,208,501-3897,SWAN VALLEY,ID,83449.0,S,Y,5000,2.6903439,3300,0,3300
9022,Aurel,Ishisone,F,304,685-1929,BANCROFT,WV,25011.0,S,Y,25000,4.05,2000,0,2000
9023,Ferroudja,Gagvani,F,787,359-4385,SAN JUAN,PR,918.0,M,N,60000,0.0,0,0,0
9024,Naftali,Kalyanakrishnan,F,228,433-3373,LAUREL,MS,39440.0,M,N,40000,5.0,0,12000,0
9025,Gwynneth,Kubiatowicz,F,802,591-5825,SOUTH NEWFANE,VT,5351.0,M,Y,90000,4.7957171999999995,0,6600,3300
9026,Eliane,Armstead,F,270,233-7321,ERILINE,KY,40931.0,S,N,25000,3.2222223,20,0,0
9027,Akeel,Kshemkalyani,M,937,935-1070,NORTH ROBINSON,OH,44856.0,S,Y,95000,3.6995387,1300,0,1300
9028,Lhouari,Lubonski,M,205,342-8913,MONTGOMERY,AL,36121.0,M,Y,25000,5.0,0,3000,300
9029,Ljupco,Simkin,M,435,667-1708,SALT LAKE CITY,UT,84122.0,M,Y,20000,7.0,0,4950,2475
9030,Chrisila,Mancho,M,352,613-9201,WIMAUMA,FL,33598.0,M,N,65000,0.0,0,0,0
9031,Maryline,Baar,F,808,545-3796,LIHUE,HI,96766.0,M,Y,45000,8.25,0,2080,1040
9032,Imtiaz,Flann,F,907,426-7914,KARLUK,AK,99608.0,S,N,75000,0.0,0,0,0
9033,Johny,Cockrell,F,304,525-5147,MARLINTON,WV,24954.0,S,Y,35000,4.75,2000,0,2000
9034,Kikuo,Popa,F,202,903-9067,WASHINGTON,DC,20451.0,M,Y,60000,9.0,0,2740,1370
9035,Rattikorn,Garnham,F,435,897-7931,CENTERVILLE,UT,84014.0,M,Y,50000,7.0,0,4950,2475
9036,Boubakeur,Tabor,M,318,210-6896,NEW ORLEANS,LA,70183.0,M,Y,45000,6.0,0,9000,1000
9037,Manavendra,Velasco,F,256,876-4461,SHELBY,AL,35143.0,M,Y,80000,5.0,0,3000,300
9038,Teruko,Hokimoto,F,939,997-5172,DORADO,PR,646.0,S,N,10000,0.0,0,0,0
9039,Beatrix,Gerbe,M,702,434-6453,CARSON CITY,NV,89713.0,M,Y,100000,0.0,0,0,0
9040,Viera,Cronan,M,423,614-6205,KINGSPORT,TN,37662.0,S,N,10000,0.0,0,0,0
9041,Sreekrishna,Srimani,M,410,823-6441,CUMBERLAND,MD,21503.0,M,Y,5000,4.75,0,4800,2400
9042,Mihail,Hubbers,F,308,286-1628,TILDEN,NE,68781.0,M,N,35000,6.84,0,206,0
