fname,lname,gender,areacode,phone,city,state,zip,maritalstatus,haschild,salary,rate,singleexemp,marriedexemp,childexemp,index
Phule,Orponnen,F,404,646-3453,TOCCOA FALLS,GA,30598,S,N,25000,6,2700,0,0,17179885389
Piercarlo,Debelack,F,754,431-6284,MILLIGAN,FL,32537,S,N,100000,0,0,0,0,17179885574
Pierre,Mumford,M,202,151-7059,WASHINGTON,DC,20033,M,Y,65000,9,0,2740,1370,17179885770
Pino,Gerli,F,862,550-1361,HEISLERVILLE,NJ,8324,M,N,10000,1.4,0,2000,0,17179886167
Prabuddha,Yada,M,316,338-2120,FRANKFORT,KS,66427,M,Y,45000,6.45,0,4500,2250,17179886980
Pramod,Inamori,M,580,965-4910,BRAGGS,OK,74439,M,Y,100000,6.25,0,2000,1000,17179887124
Pranava,Semmler,M,216,261-8956,BROOKFIELD,OH,44403,M,N,70000,2.8696666,0,2600,0,17179887200
Preeti,Meusel,M,310,537-5662,TEMECULA,CA,92593,S,Y,90000,9.3,87,0,272,17179887643
Pyeong,Shmyglevsky,F,541,8619-504,PORTLAND,OR,97231,M,Y,50000,9,0,318,159,17179888146
Qijia,Irshid,F,319,352-5368,DUBUQUE,IA,52099,S,N,95000,8.98,40,0,0,17179888261
Qingzhou,Imai,M,308,434-3001,ROSELAND,NE,68973,M,Y,50000,6.84,0,206,103,17179888541
Qiping,Seshadri,M,337,239-3430,NEW ORLEANS,LA,70142,M,N,65000,6,0,9000,0,17179888621
Qiwen,Murro,F,206,451-5250,NEWMAN LAKE,WA,99025,M,N,30000,0,0,0,0,17179888730
Rade,Pham,M,908,175-3683,HILLSIDE,NJ,7205,M,Y,50000,1873125,0,2000,1500,17179889375
Radek,Babin,M,804,438-2845,NORFOLK,VA,23515,S,N,40000,5.75,900,0,0,17179889382
Rain,Rist,F,812,443-8469,GOODLAND,IN,47948,M,Y,75000,3.4,0,2000,1000,17179890451
Rajagopalan,Prrete,M,251,260-7491,HORTON,AL,35980,S,Y,10000,5,1500,0,300,17179890536
Rajamani,Anderaa,M,423,265-8698,MEMPHIS,TN,38157,M,Y,20000,0,0,0,0,17179890572
Rajshekhar,Takkinen,M,605,951-3621,TRAIL CITY,SD,57657,M,N,85000,0,0,0,0,17179891023
Ram,Biedassek,M,256,775-1537,BROOKSIDE,AL,35036,S,N,75000,5,1500,0,0,17179891104
Ramarao,Linsker,F,608,637-5901,ELKHART LAKE,WI,53020,S,Y,90000,6.010166,700,0,400,17179891367
Ramaswamy,Alfaro,M,339,209-1566,SAVOY,MA,1256,S,N,35000,5.3,3575,0,0,17179891457
Ramiro,Campadelli,F,816,614-9642,MONTREAL,MO,65591,S,Y,80000,6,2100,0,1200,17179891579
Rang,Gidron,F,603,585-2383,WALPOLE,NH,3608,M,N,10000,0,0,0,0,17179892014
Rangasam,Antonacci,F,973,467-6492,CLIFTON,NJ,7012,S,N,75000,2.267396,1000,0,0,17179892064
Rangasami,Dillon,F,262,928-9742,TREVOR,WI,53179,S,N,30000,4.967658,700,0,0,17179892084
Raouf,Forker,M,401,742-2516,BRISTOL,RI,2809,M,N,95000,0,0,0,0,17179892227
Raschid,Spieker,F,304,770-1046,TWILIGHT,WV,25204,S,Y,65000,6.5,2000,,2000,17179892401
Ravindran,Osterweil,M,307,604-3370,GRANGER,WY,82934,M,N,40000,0,0,0,0,17179892767
Raymund,Dinesh,M,605,990-4699,DAVIS,SD,57021,S,Y,50000,0,0,0,0,17179892974
Raymund,Dorrscheidt,M,803,641-4509,CHARLESTON,SC,29417,S,N,30000,7,3300,0,0,17179892975
Reidar,Cochran,M,808,801-6750,MAUNALOA,HI,96770,M,N,40000,8.25,0,2080,0,17179893472
Reinhold,Breuker,F,404,849-2213,JEFFERSONVILLE,GA,31044,M,Y,60000,6,0,5400,3000,17179893738
Remi,Grinter,F,907,811-9382,NUIQSUT,AK,99789,S,Y,20000,0,0,0,0,17179893907
Renger,Adorni,F,573,734-4957,KANSAS CITY,MO,64999,M,N,30000,6,0,4200,0,17179894254
Roderick,Wechsung,F,304,682-6114,MONTERVILLE,WV,26282,S,Y,85000,6.5,2000,0,2000,17179895814
Rosemarie,Nandavar,M,787,461-2439,DORADO,PR,646,M,Y,90000,0,0,0,0,17179897295
Roslyn,Kayser,F,973,846-1084,CMDEN,NJ,8105,M,Y,65000,2.1096876,0,2000,1500,17179897376
Rosziati,Coupe,M,406,589-1087,WHITEFISH,MT,59937,M,N,25000,6.9,0,3800,0,17179897502
Routo,Molzberger,F,954,238-8225,WINTER GARDEN,FL,34777,M,N,95000,0,0,0,0,17179897533
Rubby,Piette,F,843,309-5558,ROCK HILL,SC,29734,S,Y,50000,7,3300,0,3300,17179897782
Ruby,Brotz,F,540,180-5198,GOOCHLAND,VA,23063,S,Y,80000,5.75,900,0,900,17179897858
Rudolf,Urponen,F,662,323-2497,SANDHILL,MS,39161,M,Y,55000,5,0,12000,1500,17179898003
Ryosei,Hamburger,F,404,167-3742,PINE LAKE,GA,30072,S,N,15000,6,2700,0,0,17179898690
Sadayoshi,Kamo,M,308,470-1799,CRAWFORD,NE,69339,S,Y,55000,6.84,103,0,103,17179899318
Sadayoshi,Kossowski,M,870,159-7160,HUGHES,AR,72348,M,Y,75000,7,0,40,20,17179899319
Sadayoshi,Largo,M,845,570-9723,NEW HYDE PARK,NY,11042,S,N,10000,4.011585,0,0,0,17179899332
Salah,Benatallah,F,309,241-2636,WHITE HALL,IL,62092,M,N,80000,3,0,4000,0,17179900204
Samir,Klement,F,802,914-4223,PITTSFORD,VT,5763,M,N,55000,4.099376,0,6600,0,17179900682
Samira,Ouchi,M,631,243-3265,SANBORN,NY,14132,M,N,90000,4.4a75,0,0,0,17179900688
Samit,Barcucci,F,787,439-3241,SAN JUAN,PR,940,zS,N,65000,0,0,0,0,17179900721
Samphel,Walston,M,484,446-6154,MILL RUN,PA,15464,M,N,30000,3.07,0,0,0,17179900803
Sangchul,Kusalik,M,208,460-9333,BOISE,ID,83730,M,N,95000,7.8,0,6600,0,17179901327
SangKeun,Swift,F,224,328-3095,OPHIEM,IL,61468,S,Y,100000,3,2000,0,2000,17179901443
Sankaran,Wunderlin,M,775,638-4412,SILVER CITY,NV,89428,S,N,70000,0,0,0,0,17179901871
Sanna,Klutke,F,208,560-2210,REUBENS,ID,83548,S,N,10000,4.109693,3300,0,0,17179901932
Sape,Giavitto,F,718,875-6602,FLUSHING,NY,11390,S,N,85000,4.4460363,0,0,0,17179902216
Saulo,Rauen,M,801,748-2588,OGDEN,UT,84415,M,N,25000,7,0,4950,0,17179902988
Saurav,Keirsey,F,319,158-4062,CLARE,IA,50524,M,N,55000,8.65488,,80,0,17179903063
Seiichiro,Nota,M,616,606-4517,ROCKWOOD,MI,48173,S,Y,40000,3.9,3100,0,3100,17179903587
Seinosuke,Borrowman,F,857,110-6970,NORTH FALMOUTH,MA,2556,S,N,25000,5.3,3575,0,0,17179903693
Seonghee,Cuthill,M,301,204-5395,UPPER FAIRMOUNT,MD,21867,M,Y,85000,4.75,0,4800,2400,17179904108
Seongwoo,Rajcani,F,251,514-2360,EMELLE,AL,35459,S,N,30000,5,1500,0,0,17179904192
Servaas,Galdes,M,801,434-9951,ALTON,UT,84710,M,Y,25000,7,0,4950,2475,17179904630
Seungwang,Olkin,M,202,588-1352,WASHINGTON,DC,20393,S,Y,15000,5.625,1730,0,1370,17179904978
Seymour,Hagerman,F,971,400-9048,MEDFORD,OR,97504,M,Y,55000,9,0,318,159,17179905096
Seymour,McSkimin,F,479,826-7437,MOUNT PLEASANT,AR,72561,M,N,95000,7,0,40,0,17179905107
Shahaf,Boese,F,516,307-7133,BOICEVILLE,NY,12412,M,N,55000,4.272256,0,0,0,17179905239
Shaker,Mitkov,M,573,266-8309,SAINT LOUIS,MO,63103,S,Y,25000,6,2100,0,1200,17179905508
Shalini,Soloway,F,606,495-8767,PARKSVILLE,KY,40464,S,N,85000,6,20,0,0,17179905630
Shannon,Machta,M,302,763-8354,FRANKFORD,DE,19945,M,N,55000,5.609091,0,220,0,17179905891
Shelton,Munoz,F,605,508-8439,VOLGA,SD,57071,M,N,85000,0,0,0,0,17179906873
Sheryl,Vernalde,M,623,482-1474,GLENDALE,AZ,85313,M,Y,75000,3.8775,0,4200,2300,17179907223
Shianyow,Parisi,M,302,823-9311,WILMINGTON,DE,19802,S,Y,85000,5.95,110,0,110,17179907282
Shigeharu,Yasunaga,F,712,277-3197,PALO,IA,52324,M,N,15000,2.479763,0,80,0,17179907463
Shigetoshi,Wedberg,M,478,797-8968,LAWRENCEVILLE,GA,30043,M,Y,45000,6,0,5400,3000,17179907712
Shing,Bensard,M,301,548-8139,FRIENDSVILLE,MD,21531,M,N,70000,4.75,0,4800,0,17179908060
Shinkyu,Statz,F,307,182-6863,ROCK SPRINGS,WY,82902,M,Y,10000,0,0,0,0,17179908237
Shinobu,Kavian,M,304,691-5999,LAHMANSVILLE,WV,26731,S,N,5000,3,2000,0,0,17179908270
Shir,Fouet,M,787,743-1430,GUAYANILLA,PR,656,M,Y,85000,0,***,0,0,17179908488
Shir,Kinter,M,229,553-9569,UPATOI,GA,31829,S,N,85000,6,2700,0,0,17179908489
Shiv,Nikander,F,601,920-4536,LAKE CORMORANT,MS,38641,M,N,30000,5,0,12000,0,17179908688
Shlomit,Plumer,F,229,919-1220,FOLKSTON,GA,31537,S,Y,65000,6,2700,0,3000,17179908960
Shogo,Barthes,F,540,899-8646,MILLERS TAVERN,VA,23115,S,Y,55000,5.75,900,0,900,17179909056
Shun''ichi,Kumano,F,605,372-5598,WATERTOWN,SD,57201,M,N,10000,0,0,0,0,17179910164
Shuo,Broome,M,928,608-3649,SIERRA VISTA,AZ,85671,M,Y,30000,3.1799998,0,4200,2300,17179910228
Shyue,Tedijanto,M,701,491-8268,JAMESTOWN,ND,58401,M,Y,85000,2.7410512,0,6600,3300,17179910461
Siamak,Mindt,M,918,310-2083,OKLAHOMA CITY,OK,73102,S,Y,60000,6.25,1000,0,1000,17179910483
Siddarth,Amalou,F,224,600-6384,ROCKFORD,IL,61101,M,N,5000,3,0,4000,0,17179910634
Sigfus,Lundstrom,F,801,285-4683,SALT LAKE CITY,UT,84115,S,N,90000,7,2475,0,0,17179910946
Sigmund,Basawa,M,505,809-9093,ALBUQUERQUE,NM,87125,S,Y,5000,1.7,3300,0,3300,17179910994
Simonas,Mandoiu,F,907,372-8147,GOODNEWS BAY,AK,99589,M,N,80000,0,0,0,0,17179911419
Sjaak,Joswig,F,980,676-1134,PENDLETON,NC,27862,M,Y,40000,6.571678,0,6600,3300,17179912055
Sofya,Laitinen,F,831,384-9119,SAN JUAN CAPISTRANO,CA,92693,S,Y,65000,9.3,87,0,272,17179912477
Soohong,Embury,M,229,599-9416,SAVANNAH,GA,31405,M,Y,75000,6,0,5400,3000,17179913056
Sophocles,Liesche,F,229,358-3520,DOUGLASVILLE,GA,30135,M,Y,95000,6,0,5400,3000,17179913239
Soraja,Baby,M,646,539-1718,NEW YORK,NY,10179,S,Y,90000,4.475,0,0,1000,17179913258
Soraja,Konuru,M,218,249-3485,HENDERSON,MN,56044,S,N,95000,7.85,3300,0,0,17179913267
Soren,Anrig,M,785,437-4512,MC FARLAND,KS,66501,S,N,60000,6.45,2250,0,0,17179913357
Soumen,Kantner,F,207,923-6242,WEST FARMINGTON,ME,4992,S,N,5000,2.2135036,2850,0,0,17179913559
Spyros,Pinger,M,920,483-5835,OCONTO FALLS,WI,54154,M,Y,10000,4.620155,0,1400,400,17179913980
Srdjan,Tsvetovat,M,805,658-4396,POTRERO,CzA,91963,M,Y,75000,9.3,0,174,272,17179914005
Stacia,Bernick,F,401,196-3372,SLOCUM,RI,2877,M,N,50000,0,0,0,0,17179914454
Stamatis,Blumann,F,225,538-8683,BASTROP,LA,71220,S,Y,10000,2,4500,0,1000,17179914577
Stanislaw,Kshemkalyani,F,406,705-6659,GARDINER,MT,59030,M,Y,55000,6.9,0,3800,1900,17179914689
Stefaan,Villarreal,F,919,601-9831,LOCUST,NC,28097,S,N,70000,7.201049,3300,0,0,17179914894
Stephen,Tazi,F,775,902-5200,LAS VEGAS,NV,89120,S,N,20000,0,0,0,0,17179915297
Subhachandra,Tolle,F,586,411-7559,MONROE,MI,48161,M,***,40000,3.9,0,6200,31g00,17179915631
Subra,Cordy,M,430,895-3406,MOORE,TX,78057,M,Y,85000,0,0,0,0,17179915886
Subutai,Tumuluri,F,516,644-1288,JACKSONVILLE,NY,14854,M,N,95000,4.5039635,0,0,0,17179915924
Suchendra,Koshino,F,330,848-1651,QUINCY,OH,43343,M,Y,75000,3.0356412,0,2600,1300,17179915948
Sulekha,Kroenke,M,360,764-5149,ROY,WA,98580,M,Y,70000,0,0,0,0,17179916750
Sumeer,Stafylopatis,F,203,926-2415,WEST HARTFORD,CT,6107,S,N,100000,5,12750,0,0,17179916952
Sumeet,Therber,M,405,632-3392,PONCA CITY,OK,74602,S,N,70000,6.25,1000,0,0,17179916974
Suneeta,Hofstetter,F,919,392-3628,TRAPHILL,NC,28685,S,N,40000,6.571678,3300,0,0,17179917126
Supriya,Rehg,M,615,870-6986,DIXON SPRINGS,TN,37057,S,Y,90000,0,0,0,0,17179917481
Surapant,Vaisey,M,775,383-3175,LUNING,NV,89420,M,N,55000,0,0,0,0,17179917617
Surapong,Sakomoto,F,802,120-8113,DERBY LINE,VT,5830,M,N,30000,3.6019895,0,6600,0,17179917653
Susanne,Braban,F,808,316-4233,HONOMU,HI,96728,S,Y,75000,8.25,1040,0,1040,17179917987
Susanta,Suppi,M,769,453-5486,JACKSON,MS,39296,M,N,25000,5,0,12000,0,17179918020
Svetozara,Zapico,F,501,389-6390,ODEN,AR,71961,M,Y,85000,7,0,40,20,17179918506
Taeho,Schwaller,F,308,983-1761,CULBERTSON,NE,69024,S,Y,75000,6.84,103,0,103,17179919291
Takayuli,Dharanipragada,F,845,895-9292,MAYVILLE,NY,14757,M,Y,85000,4.4460363,0,0,1000,17179919994
Takeomi,Tzitzikas,F,580,258-7461,ROOSEVELT,OK,73564,M,Y,85000,6.25,0,2000,1000,17179920197
Takuyu,Urbach,F,281,516-2488,FOWLERTON,TX,78021,M,N,85000,0,0,0,0,17179920425
Tamir,Silcott,F,304,307-6409,HUGHESTON,WV,25110,S,Y,75000,6.5,2000,0,2000,17179920647
Tamiya,Mascle,F,808,876-5645,HONOLULU,HI,96846,S,Y,5000,1.9407895,1040,0,1040,17179920700
Taokuan,Bruss,F,303,502-1747,HUGO,CO,80821,S,N,5000,4.63,0,0,0,17179920990
Tatung,Tomia,F,301,611-1184,MONTGOMERY VILLAGE,MD,20886,S,Y,25000,4.75,2400,0,2400,17179921709
Teiji,Vaghani,M,425,971-3330,CENTRALIA,WA,98531,S,N,60000,0,0,0,0,17179921994
Teresemarie,Osteen,M,563,709-5060,DAVENPORT,IA,52804,M,Y,35000,5.567322,0,80,40,17179922280
Teru,Zeroual,M,603,309-3025,PLAISTOW,NH,3865,S,Y,40000,0,0,0,0,17179922555
Teruji,Drake,F,907,986-9772,SHAGELUK,AK,99665,M,Y,40000,0,0,0,0,17179922647
Tesuya,Layer,F,609,573-7235,CAMDEN,JN,8103,M,Y,60000,2.0308332,0,2000,1500,17179922824
Tetsuhiko,Giacomo,F,901,844-8677,NASHVILLE,TN,37237,M,N,45000,0,0,0,0,17179922879
Theo,Brownrigg,F,571,689-6570,YORKTOWN,VA,23691,S,Y,35000,5.75,900,0,900,17179923311
Thien,Jowett,M,785,939-9433,RAMONA,KS,67475,S,Y,25000,5.4666667,2250,0,2250,17179923579
Thom,Haugan,M,610,345-4515,HARRISBURG,PA,17108,S,Y,45000,3.07,0,0,0,17179923782
Thompson,Littlestone,F,774,223-5237,DORCHESTER,MA,2122,M,N,65000,5.3,0,7150,0,17179923831
Thore,Lautenschlager,F,308,715-7392,LINCOLN,NE,68512,M,Y,85000,6.84,0,206,103,17179923906
Tobun,Keustermans,F,212,417-6901,HUGUENOT,NY,12746,M,Y,15000,4.040549,0,0,1000,17179925221
Tomi,Reuter,M,309,621-8051,CHICAGO,IL,60603,M,N,50000,3,0,4000,0,17179925515
Torkel,Calingaert,F,914,501-6726,SPRINGFIELD CENTER,NY,13468,M,N,70000,4.359146,0,0,0,17179926321
Toshihide,Seiferas,M,571,997-7072,NASSAWADOX,VA,23413,S,N,35000,5.75,900,0,0,17179926501
Toshikazu,Xiaoshan,F,787,496-4510,NAGUABO,PR,718,M,N,100000,0,0,0,0,17179926609
Toyohisa,Bentlage,F,202,809-4011,WASHINGTON,DC,20029,M,N,50000,9,0,2740,0,17179927035
Trijntje,Holldobler,F,308,946-1978,OMAHA,NE,68106,M,N,65000,6.84,0,206,0,25769803847
Tsuneo,Pietrzak,F,951,224-5566,SOMES BAR,CA,95568,S,Y,20000,4.2297716,87,0,272,25769804359
Turgut,Chihara,F,321,500-7293,BONITA SPRINGS,FL,34134,S,N,95000,0,0,0,0,25769804778
Turner,Subhlok,M,720,398-4492,PUEBLO,CO,81009,S,N,20000,4.63,0,0,0,25769804785
Tyll,Warschko,F,404,850-2886,MERIDIAN,GA,31319,S,Y,55000,6,2700,0,3000,25769804974
Tzay,Acevedo,F,208,154-9392,MALAD CITY,ID,83252,M,Y,80000,7.8,0,6600,3300,25769805065
Ueli,Poggio,M,301,131-2992,JESSUP,MD,20794,S,Y,90000,4.75,2400,0,2400,25769805475
Uffe,Clarkson,F,304,999-1444,MCMECHEN,WV,26040,M,N,40000,5.1000004,0,4000,0,25769805490
Ugo,Moudgil,F,412,955-3495,TREVORTON,PA,17881,S,Y,100000,3.07,0,0,0,25769805536
Ulf,Colliat,M,802,866-7353,RICHFORD,VT,5476,M,Y,100000,4.994672,0,6600,3300,25769805641
Umang,Nitadori,M,612,146-3600,LORETTO,MN,55595,M,Y,65000,7.724066,0,6600,3300,25769805867
Unal,Khang,M,253,808-7093,TAHOLAH,WA,98587,M,Y,10000,0,0,0,0,25769806022
Uresh,Karton,F,859,408-5118,LOUISVILLE,KY,40293,S,N,70000,5.7222223,20,0,0,25769806162
Uri,Waack,M,406,825-5398,ANGELA,MT,59312,S,N,5000,2.3732758,1900,0,0,25769806196
Utz,Vlachantonis,F,318,681-4550,WINNSBORO,LA,71295,M,N,70000,6,0,9000,0,25769806482
Vaagan,Lotem,F,763,88-4613,EAGLE LAKE,MN,56024,M,Y,65000,7.724066,0,6600,3300,25769806543
Vania,Kambhatla,F,361,255-6309,DALLAS,TX,75231,M,,35000,0,0,0,0,25769807229
Vanio,Neiman,F,939,824-6638,PONCE,PR,733,M,N,85000,0,0,0,0,25769807247
Vempala,Bernsen,M,208,702-1447,MURPHY,ID,83650,S,Y,70000,7.8,3300,0,3300,25769807929
Veronique,Brabec,F,870,283-6905,ENOLA,AR,72047,M,Y,70000,7,0,40,20,25769808431
Vials,Geldenhuys,M,808,783-9310,HONOLULU,HI,96823,S,N,80000,8.25,1040,0,0,25769808530
Vic,Viney,F,307,477-3365,GRANITE CANON,WY,82059,M,Y,80000,0,0,0,0,25769808543
Vigyan,Biermann,M,208,495-8670,CULDESAC,ID,83524,S,Y,85000,7.8,3300,0,3300,25769808787
Viiveke,Kaarela,F,845,886-2579,BROOKLYN,NY,11223,M,Y,50000,4.243293,0,0,1000,25769808795
Virendra,Babel,F,443,826-8880,WASHINGTON GROVE,MD,20880,S,N,30000,4.75,2400,0,***,25769809689
Vlad,McCue,F,313,349-5834,KENT CITY,MI,49330,S,Y,55000,3.9,3100,0,3100,25769810365
Vuk,Marcellin,F,908,120-1484,SOUTH BOUND BROOK,NJ,8880,S,Y,75000,2.267396,1000,0,1500,25769810734
Wael,Dutta,F,406,483-2249,SUPERIOR,MT,59872,S,Y,70000,6.9,1900,0,1900,25769810843
Waheed,Kadyamatimba,M,808,854-4621,HONOLULU,HI,96837,M,Y,55000,8.25,0,2080,1040,25769811031
Wanping,Khosla,,561,585-8807,NEW PORT RICHEY,FL,34653,S,Y,60000,0,0,0,0,25769811591
Wasim,Erwig,F,717,484-7824,WALNUT BOTTOM,PA,17266,M,Y,95000,3.07,0,0,0,25769811818
Wenceslas,Bichler,M,207,596-5854,FRIENDSHIP,ME,4547,S,Y,65000,8.5,2850,0,2850,25769812557
Wenceslas,Condotta,M,202,997-8814,WASHINGTON,DC,20306,S,N,40000,9,1370,0,0,25769812558
Wenchang,Benner,M,701,649-2423,NORTHWOOD,ND,58267,S,N,50000,2.3353226,3300,0,0,25769812564
Wenjie,Wherry,F,304,284-5077,NIMITZ,WV,25978,S,N,95000,6.5,2000,0,0,25769812807
Wenju,Scheffler,,605,515-5417,BURKE,SD,57523,S,N,65000,0,0,0,0,25769812828
Wenxue,Akbar,F,308,577-4126,STROMSBURG,NE,68666,M,Y,55000,6.84,0,206,103,25769813010
Wenxue,Macpherson,F,928,745-1482,PHOENIX,AZ,85015,M,Y,55000,3.5674999,0,4200,2300,25769813020
Whay,Detkin,F,910,903-2595,NAPLES,NC,28760,M,N,100000,7.8304195,0,6600,0,25769813308
Wiebren,McFarlan,M,865,160-2901,KNOXVILLE,TN,37919,M,N,90000,0,0,0,0,25769813489
Wijnand,Malabarba,F,303,623-5153,CREEDE,CO,81130,M,N,25000,4.63,0,0,0,25769813609
Wil,Karuno,M,302,670-4463,BRIDGEVILLE,DE,19933,M,N,80000,5.95,0,220,0,25769813660
Wilfredo,Normann,M,507,472-6073,EVANSVILLE,MN,56326,M,Y,5000,5.35,0,6600,3300,25769813771
Wilfredo,Tolba,M,787,664-7571,CABO ROJO,PR,623,M,N,95000,0,0,0,0,25769813786
Will,Colignon,F,334,640-5220,TANNER,AL,35671,S,N,60000,5,1500,0,0,25769813897
William,Kerchoff,F,262,374-8449,WAUPUN,WI,53963,S,Y,45000,5.228285,700,0,400,25769814035
Willibald,Brutlag,M,219,295-2603,POLAND,IN,47868,S,Y,25000,3.4,1000,0,1000,25769814072
Wonchan,Borgstrom,,336,821-3267,SEDALIA,NC,27342,M,N,100000,7.8304195,0,6600,0,25769814775
Xia,Oostrom,M,239,597-2234,MIAMI,FL,33147,S,Y,10000,0,0,0,0,25769815330
Xianlong,Bahl,F,662,928-2221,MCCOMB,MS,39649,M,N,40000,5,0,12000,0,25769815651
Xiaocheng,Bohlen,M,503,369-1186,IRRIGON,OR,97844,S,N,40000,9,159,0,0,25769815780
Xiaogang,Nakakoji,M,520,550-4798,QUEEN CREEK,AZ,85142,M,Y,75000,3.8775,0,4200,2300,25769815928
Xiaopeng,Munos,M,307,487-1334,SADDLESTRING,WY,82840,S,Y,95000,0,0,0,0,25769816287
Xiaoqiang,Prahl,M,401,804-3836,MANVILLE,RI,2838,S,N,70000,0,0,0,0,25769816342
Xinan,Bogomolov,M,706,578-5198,NORMAN PARK,GA,31771,M,Y,20000,6,0,5400,3000,25769816811
Xinan,Stouraitis,M,253,491-7l794,RICHLAND,WA,99352,M,Y,40000,0,0,0,0,25769816815
Xinxin,Staveren,F,413,440-6025,NORTH PEMBROKE,MA,2358,M,Y,100000,5.3,0,7150,1000,25769817075
Yaakov,Amorim,F,740,316-2022,CONESVILLE,OH,43811,S,Y,35000,1.7078462,1300,0,1300,25769817753
Yadran,Beguin,F,603,793-4816,MILFORD,NH,3055,S,Y,40000,0,0,0,0,25769817874
Yagil,Munetoh,M,443,394-9222,ROCK HALL,MD,21661,S,N,100000,4.75,2400,0,0,25769817920
Yakichi,Printista,F,763,813-5986,MINNEAPOLIS,MN,55443,M,N,10000,5.35,0,6600,0,25769818121
YaLing,Ukkonen,F,302,984-3537,DOVER,DE,19905,M,N,45000,4.927273,0,220,0,25769818237
Yanggon,Maquelin,M,304,463-7965,PULLMAN,WV,26421,S,N,70000,6.5,2000,0,0,25769818452
Yanick,Trzewik,M,715,497-8603,FRANCIS CREEK,WI,54214,S,Y,30000,4.967658,700,0,400,25769818554
Yannik,Einwohner,M,602,703-9190,AJO,AZ,85321,S,N,10000,2.87,2100,0,0,25769818737
Yashodara,Zavattaro,F,602,906-2651,TUBAC,AZ,85646,S,N,100000,4.265,2100,0,0,25769819151
Yasusuke,Ireland,F,913,175-5504,UNIONTOWN,KS,66779,S,Y,70000,6.45,2250,0,2250,25769819476
Yehoshafat,Nitta,F,308,722-8598,WOLBACH,NE,68882,S,Y,70000,6.84,103,0,103,25769819766
Yehoshua,Norigoe,M,605,238-8368,REDFIELD,SD,57469,S,Y,55000,0,0,0,0,25769819790
Yehudah,Vafaie,M,939,426-4806,SAN JUAN,PR,923,M,Y,35000,0,0,0,0,25769819834
Yellamraju,Noda,M,410,829-7666,BUCKEYSTOWN,MD,21717,M,Y,75000,4.75,0,4800,2400,25769819950
Yike,Anh,F,707,159-5267,BAKERSFIELD,CA,93312,M,Y,35000,7.7709284,0,174,272,25769820599
Yim,Lipper,F,580,780-3934,OKLAHOMA CITY,OK,73184,S,Y,10000,6.25,1000,0,1000,25769820665
Yinfeng,Michaelson,M,860,301-5012,DURHAM,CT,6422,S,Y,65000,5,12750,0,0,25769820781
Ying,Dharanipragada,F,307,863-6215,WYARNO,WY,82845,S,Y,25000,0,0,0,0,25769820798
Yinghua,Sangal,M,574,450-9439,INDIANAPOLIS,IN,46231,M,N,100000,3.4,0,2000,0,25769820857
Yiqing,Leufke,M,717,393-4682,GIBBON GLADE,PA,15440,S,N,80000,3.07,0,0,0,25769821095
Yixin,Rehof,F,412,562-1973,POINT MARION,PA,15474,M,N,10000,3.07,0,0,0,25769821237
Yojiro,Auletta,F,808,295-3412,HILO,HI,96721,M,N,45000,8.25,0,2080,0,25769821775
Yongge,Basnet,F,361,437-9660,HOUSTON,TX,77207,M,N,5000,0,0,0,0,25769822006
Yongge,Poythress,F,336,254-4239,VALLE CRUCIS,NC,28691,M,N,85000,7.515734,0,6600,0,25769822009
Yoshide,Schatz,M,860,451-1142,GUILFORD,CT,6437,S,Y,75000,5,12750,0,0,25769822674
Yoshiharu,Vassalos,F,202,596-5096,WASHINGTON,DC,20538,M,Y,90000,9,0,2740,1370,25769822711
Yueli,Stornetta,M,732,141-5744,POT MURRAY,NJ,7865,M,N,35000,1.6365625,0,2000,0,25769824217
Yueli,Kourai,M,253,628-9039,FEDERAL WAY,WA,98003,M,N,5000,0,0,0,0,25769824225
Yufei,Steckelberg,M,660,619-3719,WARSAW,MO,65355,M,N,85000,6,0,4200,0,25769824311
Yukihide,Cords,M,304,858-5101,HUNTINGTON,WV,25774,M,N,60000,6.5,0,4000,0,25769824727
Yungho,Fedou,F,413,823-4845,MARSHFIELD,MA,2050,M,Y,70000,5.3,0,7150,1000,25769825270
YunLong,Isaac,M,417,319-3913,GRUBVILLE,MO,63041,M,N,100000,6,0,4200,0,25769825321
Yunqi,Kohling,M,520,480-5600,FLAGSTAFF,AZ,86001,S,Y,60000,3.645,2100,0,2300,25769825404
Yunyao,Selenyi,F,207,871-6716,EDDINGTON,ME,4428,S,Y,55000,8.5,2850,0,2850,25769825428
Yvette,Codenie,M,401,688-6023,LINCOLN,RI,2865,M,Y,15000,0,0,0,0,25769825996
Yvonne,Goffman,F,623,243-5080,PRESCOTT,AZ,86330,M,Y,90000,4.11,0,4200,2300,25769826057
Zary,Slyke,M,907,442-8038,MEKORYUK,AK,99630,M,N,85000,0,0,0,0,25769826416
Zhaoqian,Roantree,M,334,241-9272,LINDEN,AL,36748,S,Y,70000,5,1500,0,300,25769827102
Zhenzhou,Claybrook,F,775,299-4265,NORTH LAS VEGAS,NV,89081,S,N,20000,0,0,0,0,25769827380
Zhibin,Hannebauer,F,701,689-1564,LINTON,ND,58552,S,N,50000,2.3353226,3300,0,0,25769827478
Zhimming,Tawera,M,918,435-1317,FREEDOM,OK,73842,M,N,50000,6.25,0,2000,0,25769827862
