zip,areacode,state,fname,lname,gender,phone,city,maritalstatus,haschild,salary,rate,singleexemp,marriedexemp,childexemp,index
3839,603,NsH,Mark,Klaschka,M,699-3882,ROCHESTER,S,N,60000,0,0,0,0,8589984449
4740,207,ME,Mayford,Nemytykh,F,470-6164,EASTON,S,N,55000,8.5,2850,0,0,8589987483
4740,207,ME,Guohua,Schaub,F,509-6895,EASTON,M,Y,60000,8.5,0,5700,2850,58086
5820,802,T,Carrel,Sufrin,F,597-4042,ALBANY,M,Y,75000,4.4972854,0,6600,3300,24078
5829,802,VT,Kehong,Ambroszkiewicz,F,431-2512,DERBY,S,N,40000,3.800944,3300,0,0,8589964983
5829,802,VT,Heiki,Dewal,F,611-4789,DERBY,S,Y,40000,3.800944,3300,0,3300,8589939326
6754,203,T,Pawan,Gilchrist,M,988-5431,CORNWALL BRIDGE,M,Y,35000,5,0,24500,0,17179883644
19731,302,DE,Merlin,Lepape,F,328-5673,PORT PENN,M,N,90000,5.95,0,220,0,8589988967
19731,302,DE,Weikang,Buttelmann,F,663-6564,PORT PENN,M,Y,90000,5.95,0,220,110,25769812195
19731,302,DE,Jitian,Martella,F,965-5943,PORT PENN,M,Y,95000,5.95,0,220,110,8589956280
19731,302,DE,Ray,Bekakos,F,584-4013,PORT PENN,M,Y,85000,5.95,0,220,110,17179892817
20319,202,DC,Debasish,Botsch,F,632-7847,WASHINGTON,M,N,35000,9,0,2740,0,33887
20319,202,DC,Atul,Bellairs,F,593-1824,WASHINGTON,M,Y,40000,9,0,2740,1370,13738
21152,443,MD,Johannes,Borowsky,M,225-5255,SPARKS GLENCOE,S,N,65000,4.75,2400,0,0,8589957315
21152,443,MD,Frazer,Pinckney,M,458-1016,SPARKS GLENCOE,M,Y,80000,4.75,0,4800,2400,49112
29617,803,CS,Kalle,Rutsche,M,999-5256,GREENVILLE,M,N,5000,3.563716,0,6600,0,8589961495
31634,678,GA,Shiyu,Yeom,M,425-3184,HOMERVILLE,M,N,80000,6,0,5400,0,17179908871
31634,678,GA,Difu,Kober,F,415-8801,HOMERVILLE,M,Y,85000,6,0,5400,3000,36063
38352,901,NT,Zhu,d''Astous,F,303-2715,LURAY,S,N,60000,0,0,0,0,25769828314
40387,606,Y,Loring,Jervis,F,852-8224,WELLINGTON,S,N,20000,2.9444444,20,0,0,8589977824
57239,605,SD,Nauman,Nahapetian,M,889-8655,GRENVILLE,M,N,20000,0,0,0,0,17179875200
57239,605,SD,Wlodek,Milberg,F,796-3382,GRENVILLE,S,N,85000,0,0,0,0,25769814540
86329,928,ZA,Irfan,Takami,F,637-3994,HUMBOLDT,S,N,50000,3.49,2100,0,0,8589948152
87022,505,NM,Ryszard,Shimshoni,F,470-2616,ISLETA,M,N,50000,5.3,0,6600,0,17179898839
87022,505,NM,Shafeek,D''Amiano,F,886-3855,ISLETA,M,Y,5000,1.7,0,6600,3300,17179905170
87197,505,NM,Greg,Leder,M,560-3785,ALBUQUERQUE,S,Y,70000,5.3,3300,n0,3300,56426
87197,505,NM,Kolar,Azagury,M,511-9836,ALBUQUERQUE,M,N,85000,5.3,0,6600,0,8589969077
92802,909,oCA,Yoad,Guttler,F,340-3273,ANAHEIM,M,Y,65000,9.3,0,174,272,25769821430
729,787,PR,Desmond,Beauducel,F,949-3791,CANOVANAS,S,N,95000,0,0,0,0,35083
729,787,PR,Jarkko,Shahrbabaki,F,701-5693,CANOVANAS,M,N,40000,0,0,0,0,8589951742
3086,603,NiH,Irving,Cacciabue,F,469-6998,WILTON,M,N,35000,0,0,0,0,8589948363
7845,609,NJ,Jahangir,Meacham,M,308-9240,IRONIA,M,N,80000,2.34625,0,2000,0,8589950509
19850,302,E,Supratik,Hanani,M,889-5133,WILMINGTON,M,Y,5000,2.2,0,220,110,17179917461
25015,304,WV,William,Pavlovsky,F,907-5400,BELLE,M,Y,5000,3,0,4000,2000,25769814039
25015,304,WV,Harwood,Hoben,F,315-9609,BELLE,S,N,30000,4.4,2000,0,0,8589938570
25849,304,WV,Maytham,Seidewtiz,F,352-7934,GLEN WHITE,M,N,55000,6.1499996,0,4000,0,8589987551
25849,304,WV,Sheelagh,Siniolakis,M,138-9888,GLEN WHITE,S,Y,65000,6.5,2000,0,2000,17179906586
39202,601,SM,Sarantos,Kachitvichyanukul,F,550-8597,JACKSON,S,Y,85000,5,6000,0,1500,17179902269
59016,406,TM,Renata,Olech,M,303-9450,BUSBY,M,Y,45000,6.9,0,3800,1900,17179894040
59064,406,MT,HyNode,Older,"",544-2070,POMPEYS PILLAR,M,Y,10000,4.916379,0,3800,1900,8589945655
59064,406,MT,Islam,Bruguera,M,278-7783,POMPEYS PILLAR,M,Y,65000,6.9,0,3800,1900,8589948792
73043,918,OxK,Bertha,Perly,F,925-5566,GREENFIELD,S,Y,80000,6.25,1000,0,1000,18294
84761,435,iUT,Shiafun,Matyska,M,847-8330,PAROWAN,S,Y,20000,7,2475,0,2475,17179907253
85348,928,AZ,Karsten,Qizhong,M,597-3721,SALOME,S,Y,60000,3.645,2100,0,2300,8589962905
85348,928,AZ,Irini,Bandes,F,611-8705,SALOME,M,N,5000,2.87,0,4200,0,8589948225
91941,818,A,Meng,Bicarregui,F,137-9969,LA MESA,S,N,95000,9.3,87,0,0,8589988680
97125,503,OR,Kyujin,Chaudhury,M,730-5315,MANNING,S,Y,100000,9,159,0,159,8589972104
97125,503,OR,Jongpil,Kouzes,F,419-2049,MANNING,S,Y,50000,9,159,0,159,8589957863
2188,339,A,Dalibor,Ramaswamy,F,923-4872,WEYMOUTH,M,N,100000,5.3,0,7150,0,32266
5743,802,VT,Tianruo,Lanzi,M,358-1385,FAIR HAVEN,S,N,55000,4.099376,3300,0,0,17179924220
5743,802,VT,Moonwook,Epstein,M,651-3419,FAIR HAVEN,S,N,5000,3.6,3300,0,0,17179870121
15484,484,PA,Luia,Kompanek,F,379-1542,ULEDI,S,N,80000,3.07,0,0,0,8589978879
15484,484,PA,Pravil,Brodal,F,865-9669,ULEDI,S,Y,90000,3.07,0,0,0,17179887543
38731,662,MS,Cen,Warwick,F,464-7565,CHATHAM,M,N,70000,5,0,12000,0,25038
38731,662,MS,Tobin,Karsner,M,865-2675,CHATHAM,S,N,20000,5,6000,0,0,17179925200
45459,419,HO,Stana,Haemer,M,586-8564,DAYTON,M,Y,25000,1.3758974,0,2600,1300,17179914606
58005,701,ND,Lyudmil,Ludascher,M,485-4493,ARGUSVILLE,S,Y,60000,2.451245,3300,0,3300,8589979726
58005,701,ND,Jiwen,Galatescu,M,189-4949,ARGUSVILLE,S,Y,45000,2.2773614,3300,0,3300,8589956330
58558,701,ND,Rabinder,Ramanna,M,128-9171,MENOKEN,M,N,90000,2.7990127,0,6600,0,17179889208
58558,701,ND,Tohru,Calway,M,804-70p31,MENOKEN,M,N,60000,2.451245,0,6600,0,17179925304
58776,701,ND,Francisca,Forti,F,710-2704,ROSS,S,Y,80000,2.68309,3300,0,3300,48786
58776,701,ND,Fairouz,Toyoshima,M,323-7099,ROSS,M,Y,95000,2.8569736,0,6600,3300,45624
61859,309,IoL,Eirik,Gascon,F,935-7461,OGDEN,S,Y,80000,3,2000,0,2000,40824
67209,620,SK,Carrie,Pinkal,F,666-2562,WICHITA,S,Y,60000,6.45,2250,0,2250,24099
68437,308,EN,Toru,Pemmaraju,F,801-8685,SHUBERT,M,Y,70000,6.84,0,206,103,17179926371
73664,918,OtK,Arnd,Thery,F,718-1504,SENTINEL,S,N,90000,6.25,1000,0,0,11489
96828,808,HbI,Milton,Prado,F,898-4119,HONOLULU,S,Y,70000,8.25,1040,0,1040,8589990851
2542,351,AM,Gisli,Pauthner,M,979-2251,BUZZARDS BAY,M,N,30000,5.3,0,7150,0,54678
19952,302,DE,Baudouin,Carrera,F,977-4306,HARRINGTON,M,N,70000,5.95,0,220,0,16765
19952,302,DE,Natsume,Colignon,F,499-8205,HARRINGTON,M,N,70000,5.95,0,220,0,17179875190
29063,843,SC,Sajee,Farrow,F,353-3942,IRMO,M,Y,100000,7,0,6600,3300,17179899939
29063,843,SC,Zeynep,Perring,M,351-9445,IRMO,S,Y,30000,7,3300,0,3300,25769826908
52804,712,AI,Anuj,Pietro,F,809-2087,DAVENPORT,S,N,100000,8.98,40,0,0,10023
57656,605,D,Maurita,Tusera,F,779-4295,TIMBER LAKE,S,Y,100000,0,0,0,0,8589987215
66937,620,SK,Eytan,Dingus,M,498-3296,CLIFTON,S,Y,50000,6.45,2250,0,2250,45253
68969,308,NE,Niel,Vignes,F,810-6777,RAGAN,S,N,15000,4.7976766,103,0,0,17179877075
68969,308,NE,Gain,Tahar,M,243-3835,RAGAN,M,N,70000,6.84,0,206,0,50666
88043,505,NM,Sumant,Nicaud,F,455-5676,HURLEY,M,N,100000,5.3,0,6600,0,17179916876
88043,505,NM,Abimbola,Nisbet,F,125-1001,gHURLEY,M,Y,35000,5.3,0,6600,3300,961
96815,808,HI,Narayana,Prell,F,104-4643,HONOLULU,M,Y,25000,5.546053,0,2080,1040,17179874343
96815,808,HI,Bijan,Hudelmaier,M,175-8172,HONOLULU,M,Y,5000,1.9407895,0,2080,1040,19238
98471,425,WA,Kongshi,Midorikawa,F,819-1171,TACOMA,M,N,65000,0,0,0,0,8589969198
99152,253,A,Tanya,Yonezaki,F,364-6231,METALINE,S,Y,60000,0,0,0,0,17179920961
729,787,sPR,Houtan,Krishnaswami,M,723-6177,CANOVANAS,M,Y,90000,0,0,0,0,8589944172
741,787,PR,Neill,Poor,F,250-8474,PUNTA SANTIAGO,S,Y,30000,0,0,0,***,17179875800
741,787,PR,Dorbin,Ravindranathan,F,261-3350,PUNTA SANTIAGO,M,Y,65000,0,0,0,0,38096
2601,774,MA,Henri,Liuzzi,iM,652-1982,HYANNIS,M,N,25000,5.3,0,7150,0,8589940095
2601,774,MA,Cynthia,Kuhnemann,F,372-3928,HYANNIS,M,N,70000,5.3,0,7150,0,31696
3839,603,NH,Eugen,Mazenc,F,583-3906,ROCHESTER,S,Y,20000,0,0,0,0,44556
3839,603,NH,Mikio,Zwicker,M,363-7254,ROCHESTER,S,N,15000,0,0,0,0,8589990479
30143,912,AG,Babette,Rist,M,250-7910,JASPER,S,Y,5000,4.4,2700,0,3000,15057
44666,614,OH,Shuling,Gischer,F,133-2621,NORTH LAWRENCE,S,N,40000,1.8738205,1300,0,0,17179910054
58440,701,ND,Kin,Ekenberg,M,606-9486,FREDONIA,M,Y,20000,2.1,0,6600,3300,8589967754
58440,701,ND,Fumihide,Raalte,F,379-1439,FREDONIA,S,Y,5000,2.1,3300,0,3300,49854
72003,479,RA,Birgit,Godo,M,709-5558,ALMYRA,S,Y,15000,3.773037,20,0,20,19785
84327,801,TU,Gaby,Earley,M,420-4492,NEWTON,S,Y,60000,7,2475,0,2475,50406
87935,505,NhM,Ping,Capri,F,749-8977,ELEPHANT BUTTE,M,Y,10000,3.2428572,0,6600,3300,17179886100
88002,505,NM,Harriett,Katalagarianos,M,380-5261,WHITE SANDS MISSILE RANGE,S,Y,85000,5.3,3300,0,3300,8589938270
88002,505,NM,Dorothee,Willcock,M,325-5120,WHITE SANDS MISSILE RANGE,S,Y,60000,5.3,3300,0,3300,38191
89825,702,NV,Pius,Pelc,M,295-2754,JACKbPOT,S,N,90000,0,0,0,0,17179886321
89825,702,NV,Josyula,Keam,F,477-3537,JACKPOT,***,Y,80000,0,0,s0,"",8589958819
715,787,PR,Jarogniew,Kroll,F,770-9070,MERCEDITA,M,Y,55000,0,0,0,0,8589951835
715,787,PR,MenChow,Ciampi,F,380-1543,MERCEDITA,M,Y,5000,0,0,0,0,8589988643
4221,207,EM,Okuhiko,Fessel,M,684-5252,CANTON,S,N,60000,8.5,2850,0,0,17179879674
7845,609,JN,Chunming,Grable,F,642-5577,IRONIA,S,Y,90000,2.5039582,1000,0,1500,29218
26346,304,WV,Zixiang,Apostopopoulos,F,347-2703,ELLENBORO,S,N,5000,3,200,0,0,25769828733
26346,304,WV,Hirotaka,Haslam,F,733-2828,ELLENBORO,S,N,45000,5.45,2000,0,0,8589942194
26346,304,aWV,Anany,Heffernan,F,710-5811,ELLENBORO,S,N,35000,4.75,2000,0,0,7582
31643,404,AG,Herkimer,Parrow,M,309-1372,QUITMAN,S,N,100000,6,2700,0,0,8589940379
57381,605,SD,Heiki,Alblas,F,977-4251,WESSINGTON,S,Y,55000,0,0,0,0,8589939310
57381,605,SD,Adas,Kinney,M,529-7359,WESSINGTON,M,N,45000,0,0,0,0,1252
58793,701,ND,Shobana,Noonan,F,139-6036,WESTHOPE,S,N,5000,2.1,3300,0,0,17179909016
58793,701,ND,Gherin,Florissi,M,348-1721,WESTHOPE,M,Y,45000,2.2773614,0,6600,3300,53469
59710,406,MfT,Haim,Sueyoshi,F,600-6343,ALDER,M,N,60000,6.9,0,3800,0,8589936194
68131,308,EN,Coenraad,Paries,M,817-7282,OMAHA,S,Y,10000,3.9097095,103,0,103,30167
81024,720,CO,Halsur,Gyimothy,M,459-2679,BONCARBO,M,N,95000,4.63,0,0,0,8589936784
82084,307,YW,Jennie,Krasemann,M,965-6894,TIE SIDING,M,N,100000,0,0,0,0,8589953259
83524,208,ID,Chuck,Chute,M,432-3405,CULDESAC,M,N,95000,7.8,0,6600,0,29020
83524,208,ID,Vigyan,Biermann,M,495-8670,CULDESAC,S,Y,85000,7.8,3300,0,3300,25769808787
87158,505,NM,Gongxian,Farrara,M,409-2461,ALBUQUERQUE,M,Y,40000,5.3,0,6600,3300,55522
87158,505,NM,Shenze,Nadji,F,481-3012,ALBUQUERQUE,S,N,40000,5.3,3300,0,0,17179907052
912,787,PR,Joo,Sabbadin,pM,377-6991,SAN JUAN,***,N,20000,0,0,0,0,8589957980
912,787,PR,Sauli,Mahboob,F,586-4476,SAN JUAN,M,N,5000,0,0,0,0,17179902967
925,939,wPR,Oriol,Cousineau,F,384-4214,SAN JUAN,M,Y,95000,0,0,0,0,17179880630
937,787,PR,Ilan,Kaltofen,M,553-4377,SAN JUAN,M,Y,35000,0,0,***,0,8589946769
937,787,PR,Fosca,Gotoda,M,201-7975,SAN JUAN,S,N,90000,0,0,0,0,48401
2826,401,RI,Anavai,Bothner,M,990-7180,GLENDALE,S,Y,40000,0,0,0,0,7788
2826,401,RI,Hartmann,Hubbner,M,593-5992,GLENDALE,M,N,85000,0,0,0,0,8589938327
19892,302,DE,LeAnn,McKearney,F,397-9965,WILMINGTON,S,N,15000,2.8818183,110,0,0,8589973795
19892,302,DE,Damian,Banagl,F,475-4853,WILMINGTON,M,N,75000,5.95,0,220,0,32341
20779,301,MD,Gavriela,Bhat,F,643-8835,TRACYS LANDING,S,Y,25000,4.75,2400,0,2400,51532
20779,301,MD,Francky,Hyvonen,F,440-8142,TRACYS LANDING,M,N,90000,4.75,0,4800,0,48851
70158,225,AL,Shuetsu,McKee,M,138-3569,NEW ORLEANS,S,Y,100000,6,4500,0,1000,17179909776
71023,318,LjA,Borivoj,Shyamasundar,F,873-2798,DOYLINE,M,N,80000,6,0,9000,0,21041
71219,318,LA,Damanjit,Heines,M,526-1691,BASKIN,M,N,15000,2.8,0,9000,0,32330
71219,318,LA,Romesh,Hoogewijs,M,478-1813,BASKIN,M,N,75000,6,0,9000,0,17179896412
82190,307,YW,Yongwon,Rivenburgh,F,284-5372,YELLOWSTONE NATIONAL PARK,S,N,85000,0,0,0,0,25769822306
86301,602,Z,Xiuzhen,Verhaegh,M,991-5580,PRESCOTT,S,Y,65000,3.7224998,2100,0,2300,25769817326
96760,808,HI,Nobert,Kushnir,M,517-1656,KURTISTOWN,S,N,90000,8.25,1040,0,0,17179878014
96760,808,HI,Giora,Waldherr,M,180-2338,KURTISTOWN,S,Y,75000,8.25,1040,0,1040,54365
3042,603,NH,Joonsoo,Kovalyov,M,134-7415,EPPING,M,Y,85000,0,0,0,0,8589958141
3042,603,NH,Adadeji,Dutra,F,952-8515,EPPING,M,N,70000,0,0,0,0,1143
25624,304,VW,Faouzi,Kayton,M,135-7999,HENLAWSON,S,Y,65000,6.5,2000,0,2000,45937
29617,803,SC,Xiaoyang,Dicky,F,488-6311,GREENVILLE,S,Y,15000,7,3300,0,3300,25769816655
29617,803,SC,Bastiaan,Pletat,F,713-8015,GREENVILLE,M,Y,35000,7,0,6600,3300,16662
29905,843,SC,Gererd,Seiler,F,124-6181,BEAUFORT,M,N,50000,7,0,6600,0,52736
29905,843,SC,Antonis,Affane,M,107-3253,BEAUFORT,M,N,25000,7,0,6600,0,9893
58108,701,sND,Weizhen,Swan,F,174-6627,FARGO,M,N,80000,2.68309,0,6600,0,25769812466
59337,406,TM,Peteris,Dehkordi,M,231-6541,JORDAN,M,N,95000,6.9,0,3800,0,17179884629
65641,636,MO,Hirotaka,Oerlemans,F,102-5053,EAGLE ROCK,M,Y,25000,6,0,4200,1200,8589942190
67953,785,S,Avshalom,Blakeman,M,966-7047,RICHFIELD,M,Y,90000,6.45,0,4500,2250,14537
68437,308,NE,Bedrich,Gottlieb,M,161-6839,SHUBERT,M,"",5000,3.0217428,0,206,103,16989
68437,308,NE,Roa,Vodislav,F,240-6450,SHUBERT,S,N,65000,6.84,103,0,0,17179895447
85631,520,Z,Reginald,Yeun,F,635-8426,SAN MANUEL,S,N,15000,2.9475,2100,0,0,17179893302
87044,505,NM,Heuey,Abels,F,242-7178,PONDEROSA,M,Y,50000,5.3,0,6600,3300,8589940581
87044,505,NM,Bianca,Ingolfsdottir,F,864-2485,PONDEROSA,M,Y,80000,5.3,0,6600,3300,19091
97325,541,R,Zhiqun,Bhar,F,159-7508,AUMSVILLE,S,Y,60000,9,159,0,159,25769827939
4964,207,ME,Peihuang,Sherman,F,113-8178,OQUOSSOC,S,N,70000,8.5,2850,0,0,17179883867
4964,207,ME,Rongyao,Nomura,M,914-4731,OQUOSSOC,M,N,30000,8.5,0,5700,0,17179896741
20392,202,DC,Gentaro,Rayside,M,662-1015,WASHINGTON,S,Y,15000,5.625,1370,0,1370,52113
20392,202,DC,Aharon,Borowsky,F,593-2342,WASHINGTON,M,Y,80000,9,0,2740,1370,2478
21652,301,MD,Jayang,Morschel,M,463-1546,NEAVITT,S,N,95000,4.75,2400,0,0,8589952422
21652,301,MD,Badrul,Honkela,M,450-8622,NEAVITT,S,Y,15000,4.75,2400,0,2400,15159
36343,256,L,Rogerio,Dana,M,429-6350,GORDON,S,Y,90000,5,1500,0,300,17179896027
39324,228,MS,Valentyn,Heintz,F,213-3439,CLARA,S,Y,45000,5,6000,0,1500,25769806929
39324,228,MS,Aleks,Ramanan,M,418-6849,CLARA,S,Y,90000,5,6000,0,1500,4670
52160,641,AI,Duncan,Jacquot,F,348-9174,NEW ALBIN,M,N,65000,8.98,0,80,0,38768
55578,763,N,Nasser,Goldschmidt,M,874-1638,MAPLE PLAIN,S,Y,30000,5.8564034,3300,0,3300,17179874817
59086,406,MT,Kouamana,Gill,F,497-4783,WILSALL,M,N,90000,6.9,0,3800,0,8589969646
59086,406,MT,Gesine,Wyrostek,M,515-5205,WILSALL,M,N,50000,6.9,0,3800,0,53187
59828,406,TM,Prabir,Treseler,M,418-4619,CORVALLIS,S,Y,30000,6.9,1900,0,1900,17179886950
82053,307,WY,Dhaval,Pyarali,M,175-2071,BURNS,M,Y,70000,0,0,0,0,35593
82053,307,WY,Shinji,Kate,F,927-3061,BURNS,M,N,75000,0,0,0,0,17179908165
82063,307,WY,Yukihisa,Meter,F,148-1661,JELM,M,N,55000,0,0,0,0,25769824779
82063,307,WY,Jagan,Schwabacher,M,585-4225,JELM,M,Y,60000,0,0,0,0,8589950393
82831,307,WY,Hyuk,Bensard,M,744-1415,ARVADA,M,Y,50000,0,0,0,0,8589945782
82831,307,WY,Dzung,Luther,M,826-3148,ARVADA,S,N,20000,0,0,0,0,39182
86340,520,Z,Guangyi,Millo,M,756-4532,SEDONA,S,Y,85000,4.0325,2100,0,2300,57068
98950,253,WA,Kou,Marshall,M,202-4708,VANTAGE,M,N,10000,0,0,0,0,8589969635
98950,253,WA,Ahvin,Peltason,F,506-3867,VANTAGE,M,Y,95000,0,0,0,0,2668
99333,425,WA,Lakshman,Carrigan,F,177-6344,HOOPER,M,Y,85000,0,0,0,0,8589972516
99569,907,KA,Hongguang,Preusig,M,691-3272,CLARKS POINT,M,N,60000,0,0,0,0,8589943313
3255,603,H,Kouchi,Lockwood,M,796-4256,NEWBURY,S,Y,40000,0,0,0,0,8589969677
29605,803,SC,Daeweon,Theodoratos,F,359-5146,GREENVILLE,S,N,75000,7,3300,0,0,31914
29605,803,SC,Nai,Parveen,M,484-5558,GREENVILLE,S,N,45000,7,3300,0,0,17179873258
29850,803,CS,Vaughan,Bijlsma,F,571-4914,VAUCLUSE,"",N,10000,5.752432,3300,0,0,25769807744
30677,229,gGA,Landy,McCormick,M,588-9717,WATKINSVILLE,M,N,100000,6,0,5400,0,8589972895
46851,574,IN,Nozomu,Brooke,***,883-6469,FORT WAYNE,M,N,85000,3.4,0,2000,0,17179879082
49082,313,I,Michio,Weissman,F,452-6148,QUINCY,S,Y,25000,3.9,3100,0,3100,8589989784
55102,320,NM,Yefim,Parkin,F,556-7177,SAINT PAUL,S,N,40000,6.3900213,3300,0,0,25769819699
59530,406,TM,Yifei,Ratto,M,838-2353,INVERNESS,M,N,10000,4.916379,0,3800,0,25769820412
84132,435,cUT,Wanli,Delgrange,M,250-7701,SALT LAKE CITY,S,N,10000,7,2475,0,0,25769811567
99671,907,AK,Shin''ichi,Bergeron,M,973-4434,STEBBINS,S,Y,5000,0,0,0,0,17179908104
99671,907,AK,Chendong,Tata,F,211-6057,STEBBINS,S,N,75000,0,0,0,0,26698
627,787,sPR,Katsutoshi,Staggers,M,193-1239,CAMUY,S,N,90000,0,0,0,0,8589963655
3111,603,H,Zhuopeng,Esch,F,136-4341,MANCHESTER,M,N,100000,0,0,0,0,25769828379
19902,302,DE,Elsa,Krikelis,F,947-4797,DOVER AFB,M,N,75000,5.95,0,220,0,42196
19902,302,DE,Vitali,Chitson,M,388-5112,DOVER AFB,M,N,90000,5.95,0,220,0,25769810032
19902,302,DE,Meral,Kohen,M,843-6597,DOVER AFB,S,Y,70000,5.95,110,0,110,8589988781
33538,954,FL,Jacob,Flasterstein,F,699-2876,LAKE PANASOFFKEE,S,Y,80000,0,0,0,0,8589949920
37022,615,TN,Shirish,Kroeker,F,237-1591,BETHPAGE,M,N,5000,0,0,0,0,17179908535
37615,931,TN,Dianxiang,Roizen,F,167-2752,JOHNSON CITY,M,Y,65000,0,0,0,0,35772
37615,931,TN,Phule,Sakagami,F,498-4612,JOHNSON CITY,M,Y,35000,0,0,0,0,17179885388
42040,270,KkY,Martijn,Sonnenberger,F,210-3472,FARMINGTON,M,N,5000,2.1111112,0,40,0,8589985208
57046,605,SiD,Fikri,Holtman,F,753-4774,MISSION HILL,S,Y,100000,0,0,0,0,47506
80210,719,CO,Kazumasa,Heylen,F,563-1762,DENVER,M,N,65000,4.63,0,0,0,8589964493
80210,719,CO,Tomokazu,Dillon,F,195-5193,DENVER,M,Y,70000,4.63,0,0,0,17179925708
82224,307,WY,Rahim,Moudgal,M,292-3985,LOST SPRINGS,S,Y,55000,0,0,0,0,17179890194
82224,307,WY,Quinzheng,Perrizo,F,850-8901,LOST SPRINGS,S,Y,90000,0,0,0,0,17179888967
89178,775,NmV,Kannan,Grizzle,M,673-7945,LAS VEGAS,M,N,75000,0,0,0,0,8589962129
97020,541,R,Nicolaas,Calude,F,209-2763,DONALD,M,Y,95000,9,0,318,159,17179876815
3859,603,H,Viliam,Marchal,F,892-7802,NEWTON JUNCTION,M,N,80000,0,0,0,0,25769809147
20375,202,DC,Zakarriae,Kalb,M,863-8331,WASHINGTON,M,N,50000,9,0,2740,0,25769826289
20375,202,DC,Xiaoqiu,Dilger,M,306-5204,WASHINGTON,S,N,60000,9,1370,0,0,25769816385
21281,240,MD,Wil,Zongker,M,316-8367,BALTIMORE,M,N,20000,4.75,0,4800,0,25769813659
21281,240,MD,Toshifumi,Kermarrec,F,758-5056,BALTIMORE,S,N,45000,4.75,2400,0,0,17179926453
29470,803,C,Arani,Niittylahti,F,802-7523,RAVENEL,S,N,60000,7,3300,0,0,10479
38963,662,MrS,Jed,Spauster,M,349-3646,TUTWILER,S,N,60000,5,6000,0,0,8589952941
45305,513,OH,Sidd,Fouks,M,697-6834,BELLBROOK,M,Y,50000,2.2057693,0,2600,1300,17179910625
45359,740,OfH,Nora,Tontiwachwuthikul,M,351-8030,PLEASANT HILL,M,Y,60000,2.537718,0,2600,1300,17179878670
53295,262,I,Petre,Linebarger,F,484-3588,MILWAUKEE,S,N,65000,5.575788,700,0,0,17179884730
54893,414,I,Gen,Breuker,M,658-3561,WEBSTER,S,N,100000,6.183918,700,0,0,51820
57702,605,SD,Paramsothy,Cusick,F,109-5295,RAPID CITY,S,"",65000,0,0,0,0,17179882588
57702,605,SD,Knuth,Linehan,F,576-8186,RAPID CITY,M,N,70000,0,0,0,0,8589968748
66013,620,KS,Gilberto,Khatri,F,208-8614,BUCYRUS,S,Y,50000,6.45,2250,0,2250,54146
66013,620,KS,Erol,Fancong,F,632-2435,BUCYRUS,S,N,20000,4.483333,2250,0,0,43704
69038,308,NE,Friedrich,Chleq,F,283-9705,MAYWOOD,S,N,80000,6.84,103,0,0,49588
69038,308,NE,Kabekode,Bruce,F,448-9137,MAYWOOD,S,N,85000,6.84,103,0,0,8589960848
83546,208,ID,Ricard,Ancilotti,F,850-9913,PIERCE,S,Y,45000,7.8,3300,0,3300,17179894768
83546,208,ID,Silviu,Koiso,F,573-1403,PIERCE,M,Y,80000,7.8,0,6600,3300,17179911231
83724,208,ID,Dawson,Devroye,F,359-1273,BOISE,M,Y,25000,7.8,0,6600,3300,33584
83724,208,ID,Youngsong,Renshaw,M,656-5526,BOISE,M,Y,70000,7.8,0,6600,3300,25769823616
84326,435,UT,Cung,Eilenberg,M,322-4336,MILLVILLE,M,Y,25000,7,0,4950,2475,31585
84326,435,UT,Ohad,Hibberd,M,448-8064,MILLVILLE,S,N,100000,7,2475,"",0,17179879538
85608,520,AZ,Csaba,Wenocur,F,585-4397,DOUGLAS,M,N,30000,3.1799998,0,4200,0,31469
96713,808,HI,Natacha,Baak,F,124-2929,HANA,M,qN,15000,3.743421,0,2080,0,17179874874
96713,808,HI,Mercedes,Sommer,F,916-5342,HANA,S,Y,40000,8.25,1040,0,1040,8589988850
96830,808,HI,Aiko,Ljubodraga,F,888-8047,HONOLULU,S,Y,40000,8.25,1040,0,1040,2847
96830,808,HI,Quinzheng,Faron,F,517-6110,HONOLULU,S,N,25000,5.546053,1040,0,0,17179888983
2894,401,RI,Shengdong,McNeill,M,160-1219,WOOD RIVER JUNCTION,M,Y,40000,0,0,0,0,17179906965
2894,401,RI,Fouad,Schmerl,M,674-5400,WOOD RIVER JUNCTION,S,Y,45000,0,0,0,0,48474
2894,401,RI,Inaki,Mongenet,F,597-6232,WOOD RIVER JUNCTION,M,Y,65000,0,0,0,0,8589947373
2920,401,RI,Monish,Sergot,M,647-3719,CRANSTON,M,Y,5000,0,0,0,0,17179869922
2920,401,RI,Krassimir,Ballim,F,392-5385,CRANSTON,S,N,65000,0,0,0,0,8589969956
3224,603,HN,Alban,Tomic,M,611-6613,CANTERBURY,S,Y,65000,0,0,0,0,4384
3576,603,HN,Onno,Lakshmanan,M,521-1805,COLEBROOK,M,Y,50000,0,0,0,0,17179880368
4970,207,ME,Nadezda,Fasching,F,442-9823,RANGELEY,M,N,55000,8.5,0,5700,0,17179872806
4970,207,ME,Tatsuie,Flagg,M,848-4235,RANGELEY,S,N,65000,8.5,2850,0,0,17179921523
5155,802,TV,Tyko,Gausemeier,F,485-4378,SOUTH LONDONDERRY,S,N,80000***,4.5967627,3300,0,0,25769804930
