index,tno,fname,lname,gender,areacode,phone,city,state,zip,maritalstatus,haschild,salary,rate,singleexemp,marriedexemp,childexemp
2282,9184,Aria,Mackie,F,787,628-1756,ROOSEVELT ROADS,PR,742,M,Y,40000,0.0,0,0,0
2283,9191,Ladjel,Stille,M,401,832-3700,ADAMSIVLLE,RI,2801,S,N,50000,0.0,***,0,0
2284,9192,Parviz,Buy,F,939,958-7066,MAYAGUEZ,PR,682,M,N,20000,0.0,0,0,0
2285,9193,Ghislaine,Sokolin,F,301,188-7397,FOREST HILL,MD,21050,S,Y,10000,4.75,2400,0,2400
2286,9195,Hausi,Wechsung,M,347,580-9103,WALKER VALLEY,NY,12588,S,N,65000,4.330183,0,0,0
2287,9196,SangKeun,Clouatre,F,203,137-7073,QUAKER HLL,TC,6375,M,N,25000,5.0,empty,24500,0
2288,9206,Patrik,Nagase,M,339,454-6773,SAGAMORE BEACH,MA,2562,M,Y,70000,5.3,0,7150,1000
2289,9207,Cheryl,Loiselle,M,610,566-8074,PHILADELPHIA,PA,19102,M,Y,25000,3.07,0,0,0
2290,9209,Nevzat,Pinzani,F,401,642-8963,PASCOAG,RI,2859,M,N,35000,0.0,0,0,0
2291,9217,Yida,Hemerly,M,202,961-8770,WASHINGON,C,20051,S,N,75000,9.0,1370,0,0
2292,9223,Suzanne,Kero,M,207,198-2262,SORRENTO,ME,4677,S,Y,60000,8.5,2850,0,2850
2293,9224,Martii,Ambriola,F,315,540-3358,STATEN ISLAND,NY,10303,M,Y,95000,4.5039635,0,0,1000
2294,9225,Lothar,Gurd,M,939,380-3382,BARRANQUIkTAS,PR,794,M,Y,65000,0.0,0,0,0
2295,9228,Padhraic,Brundage,M,202,983-2926,WASHINGTON,CD,20041,M,Y,75000,9.0,0,2740,1370
2296,9229,Liping,Pedersen,M,518,261-2347,CROGHAN,NY,13327,S,Y,85000,4.4460362999999985,0,0,1000
2297,9238,Wei,Slobodova,F,401,632-3296,CRANSTON,RI,2921,S,Y,70000,0.0,0,0,0
2298,9244,Per,Beraud,M,207,588-6999,PORTLAND,ME,4124,M,N,40000,8.5,0,5700,empty
2299,9245,Takeaki,Giesl,F,202,767-6423,WASHINGTON,DvC,20033,M,Y,85000,9.0,0,2740,1370
2300,9248,Elwyn,Strevell,***,202,520-8697,WASHINGTON,CD,20540,M,N,25000,7.875,0,2740,0
2301,9259,Wibke,Adorni,F,201,908-8795,DEMAREST,NJ,7627,M,N,65000,2.1096876,0,2000,0
2302,9261,Hazim,Zviran,M,203,444-4892,PLYMOUTH,TC,6782,S,N,95000,5.0,12750,empty,0
2303,9264,Lurdes,Weatherford,M,860,469-1516,FAIRFIELD,CT,6828,S,Y,35000,5.0,12750,0,0
2304,9267,Jan,Banach,F,802,478-6773,BETHEL,VT,5032,M,Y,15000,3.6,0,6600,3300
2305,9269,Ashid,Tomic,M,240,457-6939,OLDTOWN,MD,21555,M,N,65000,4.75,0,4800,0
2306,9270,Healfdene,Wolfram,F,302,170-3431,NEW CASTLE,E,19720,M,Y,5000,2.2,0,220,110
2307,9273,Narisa,Kuninobu,M,802,621-1528,BRIDPORT,VT,5734,M,Y,30000,3.6019895,0,6600,3300
2308,9274,Manindra,Cejtlin,M,917,786-8018,WADING RIVER,NY,11792,M,Y,40000,4.1853657,0,0,1000
2309,9275,Rory,Papelis,M,603,870-4013,ASHUELOlT,NH,3441,S,N,5000,0.0,l0,0,0
2310,9278,Jamey,Schwartzbauer,F,401,835-3053,TIVERTON,RI,2878,M,N,30000,0.0,0,0,0
2311,9280,Tarmo,State,empty,603,285-8541,empty,empty,3255,M,Y,80000,0.0,0,0,0
2312,9284,Surata,Mapelli,F,802,900-7719,JACKSONVILLE,VT,5342,M,N,60000,4.1988535,0,6600,0
2313,9287,Balanjaninath,Chouraqui,F,276,806-9609,STERLING,VA,20164,S,Y,10000,3.875,900,0,900
2314,9292,Dhaval,Matzel,M,939,187-2079,SAN JUAN,PR,913,S,N,45000,0.0,0,0,0
2315,9293,Yosee,Ingravallo,F,609,449-4222,DEAL,NJ,7723,M,N,55000,1.9519792,0,2000,0
2316,9294,Iakovos,Pelz,F,603,550-7791,ROLLINSFORD,NH,3869,S,Y,10000,0.0,0,0,0
2317,9296,Juval,Ritzmann,F,202,229-1095,WASHINGTON,CD,20542,S,Y,20000,6.75,1370,empty,1370
2318,9297,Parimal,Lapid,M,860,874-2511,empty,CT,6372,M,N,60000,5.0,0,24500,0
2319,9307,Alia,Maraist,F,603,259-6665,LEMPSTER,NH,3605,S,N,100000,0.0,0,0,0
2320,9309,Dolores,Large,M,570,617-2141,BEAR CREEK,PA,18602,M,N,15000,3.07,0,0,0
2321,9313,Ryszard,Heydari,F,802,787-8776,SOUTH BURLINGTON,VT,5403,M,N,70000,4.397808,0,6600,0
2322,9318,Pratheep,Holsheimer,F,401,548-7719,WARWICK,RI,2886,S,Y,80000,0.0,0,0,0
2323,9324,Deoraj,Luck,F,401,721-6029,WESTERLY,RI,2891,M,N,70000,0.0,0,0,0
2324,9345,Keshab,Wilm,M,207,845-6462,CAPE NEDDICK,ME,3902,M,Y,65000,8.5,0,5700,2850
2325,9351,Felisa,Welker,F,202,295-9465,WASHINGTON,DC,20414,S,Y,50000,9.0,1370,0,1370
2326,9360,Bishwaroop,Ruffin,F,302,548-1025,WILMINGTON,empty,19896,M,Y,55000,5.609091,0,220,110
2327,9362,Roel,Boydens,M,401,566-6827,NORTH PROVIDENCE,RI,2911,S,N,95000,0.0,***,0,0
2328,9370,Arne,Gershon,M,401,158-9466,WAKEFIELD,RI,2879,S,N,15000,0.0,0,0,empty
2329,9374,Jair,Eliens,M,302,885-8460,GEORGETOWN,DE,19947,M,Y,65000,5.95,0,220,110
2330,9377,Uli,Binding,F,207,572-7653,VASSALBORO,ME,4989,S,Y,10000,4.5857663,2850,0,2850
2331,9379,Kenta,Anjum,M,617,907-3198,BOSTON,MA,2210,M,Y,10000,5.3,0,7150,1000
2332,9381,Koki,Scherf,M,401,142-8788,HOPE VALLEY,RI,2832,S,Y,20000,0.0,***,0,0
2333,9383,Liz,Nemeti,F,609,203-5901,ASBURY,NJ,8802,S,N,40000,1.7154167000000002,1000,0,0
2334,9385,Malcolm,Schatz,F,202,120-7185,WASHINGTON,C,20051,S,N,95000,9.0,1370,empty,0
2335,9386,Jeri,Alterman,F,267,415-4162,WEST MIDDLESEX,PA,16159,M,N,45000,3.07,0,0,0
2336,9387,Tripatinder,Plattner,F,802,675-1578,WELLS,VT,5774,M,N,100000,4.994672,0,6600,0
2337,9390,Devina,McNaught,***,609,187-7065,TUCKAHOE,NJ,8250,M,Y,70000,2.1885417,0,2000,1500
2338,9394,Vijayshankar,Sgarro,F,603,252-4227,GREENFIELD,NH,3047,S,N,25000,0.0,0,0,0
2339,9400,Manindra,Gyseghem,M,302,876-1305,WILMINGTON,zDE,19896,S,N,100000,5.95,110,***,0
2340,9402,Kristy,Sieferas,F,240,888-3381,WESTMINSTER,MD,21158,S,Y,85000,4.75,2400,0,2400
2341,9403,Devindra,Pehl,oF,609,465-8909,WHITEHOUSE STATION,NJ,8889,M,Y,80000,2.34625,0,2000,1500
2342,9406,Catriel,Buchter,M,908,800-4907,BERNARDSVILLE,NJ,7924,S,N,75000,2.267396,1000,0,0
2343,9407,Morten,Cosoroaba,F,351,272-9689,WEST CHOP,MA,2573,S,N,20000,5.3,3575,0,0
2344,9413,Meenakshi,Jonscher,F,717,893-8452,OAKMONT,PA,15139,S,N,20000,3.07,0,0,0
2345,9417,Niklaus,Kanamori,M,339,466-3702,EAST BROOKFIELD,MA,1515,S,N,50000,5.3,3575,0,0
2346,9418,Nabih,Edmondson,F,551,682-3283,SAYREVILLE,NJ,8872,S,N,25000,1.4788542,1000,0,0
2347,9419,Nickolas,Layer,M,302,757-3377,SEAFORD,DE,19973,S,N,60000,5.95,110,empty,0
2348,9420,Francisco,Dopazo,M,802,439-7013,CHELSEA,VT,5038,M,Y,30000,3.6019895,0,6600,3300
2349,9424,Hamed,Andaleon,F,603,552-7484,ROCHESTER,NH,3868,M,N,50000,0.0,0,0,***
2350,9425,Anish,D''Auria,F,939,565-9364,ARECIBbO,PR,613,S,Y,70000,0.0,0,0,0
2351,9428,Jai,Seguin,F,301,264-7971,PYLESVILLE,MD,21132,S,N,65000,4.75,2400,0,0
2352,9430,Younwoo,Akiyama,F,301,617-1601,FORT GEORGE G MEADE,MD,20755,S,Y,40000,4.75,2400,0,2400
2353,9433,Moie,Bolshov,M,610,322-4183,CASSANDRA,PA,15925,M,Y,70000,3.07,0,0,0
2354,9434,Moon,Bengtsson,F,802,588-6518,BROWNSVILLE,VT,5037,M,Y,50000,3.9998987,0,6600,3300
2355,9439,Otomar,Larus,F,302,641-2220,NEWARK,E,19713,M,Y,80000,5.95,0,220,110
2356,9440,Kaniaki,Box,M,202,747-6797,WASHINGTON,DC,20423,M,N,40000,9.0,0,2740,0
2357,9453,Vials,Strausfeld,M,802,361-3845,EDEN MILLS,VT,5653,M,N,5000,3.6,0,6600,0
2358,9454,Lech,Staveren,***,215,793-6907,STROUDSBURG,empty,18360,M,N,100000,3.07,0,0,0
2359,9455,Johan,Motoki,F,401,135-5917,SAUNDERSTOWN,RI,2874,M,Y,15000,0.0,g0,0,0
2360,9457,Arnulf,Bazire,F,908,115-1472,IRVINGTON,NJ,7111,S,N,20000,1.4,1000,0,0
2361,9459,Kyungsook,Bidulock,M,401,641-1417,BRADFORD,RI,2808,S,Y,25000,0.0,empty,0,0
2362,9462,Mikey,Benzaken,F,207,189-4552,EW GLOUCESTER,ME,4260,S,Y,60000,8.5,2850,0,2850
2363,9464,Abimbola,Macedo,F,516,809-4847,LOCKPORT,NY,14094,M,N,95000,4.5039635,0,0,0
2364,9473,Sheelagh,Quisquater,M,202,924-3109,WASHINGTON,DC,20055,S,N,5000,4.5,1370,0,0
2365,9477,Vara,Marantz,M,845,964-8910,HANNAWA FALLS,NY,13647,S,Y,50000,4.243293,0,0,1000
2366,9480,Simukai,Kuroshev,F,939,679-6369,PONCE,PR,717,M,Y,25000,0.0,0,0,0
2367,9482,Hideharu,Chalfan,kF,302,590-1333,BETHANY BEACH,eDE,19930,M,N,80000,5.95,0,220,0
2368,9489,Major,Kalsbeek,M,603,950-5119,PETERBOROUGH,NH,3458,S,Y,85000,0.0,0,0,0
2369,9490,Elwin,Uejio,F,207,891-9023,LIMERICK,ME,4048,S,N,80000,8.5,2850,0,0
2370,9494,Gro,Gramp,F,603,753-4671,NEW LONDON,NH,3257,M,Y,10000,0.0,0,0,0
2371,9501,Marguerite,Qutaishat,M,207,871-2453,SOUTH WINDHAM,ME,4082,S,N,95000,8.5,2850,0,e0
2372,9503,Nabil,Kishida,M,939,691-4749,SAN JUAN,PR,907,M,Y,85000,0.0,0,0,0
2373,9516,Shashank,Terekhov,M,939,113-7630,CATANO,PR,962,S,N,40000,0.0,0,0,0
2374,9519,Ehsan,Eickermann,empty,207,638-1766,NORRIDGEWOCK,ME,4957,S,N,30000,8.5,2850,0,0
2375,9522,Sivanarayana,Pargaonkar,M,603,120-7785,EAST WAKEFIELD,NH,3830,S,N,5000,0.0,0,0,***
2376,9523,Dasu,Calvo,M,215,279-1110,BANGOR,PA,18013,M,N,5000,3.07,0,0,0
2377,9525,Arunachalam,Hakonen,M,401,434-5461,JOHNSTON,RI,2919,M,Y,90000,0.0,0,0,0
2378,9530,Alejo,Sylor,M,802,461-7953,DANBY,VT,5739,M,N,20000,3.6,0,6600,0
2379,9531,Pavel,Rodier,F,939,367-6123,TRUJILLO ALTO,PR,976,S,N,45000,0.0,0,0,0
2380,9532,Ramadan,Pettit,F,207,297-5127,SOUTH THOMASTON,ME,4858,S,Y,80000,8.5,2850,0,2850
2381,9535,Lanju,Eilenberg,F,413,541-4372,LOWELL,MA,1854,M,Y,80000,5.3,0,empty,1000
2382,9539,Keitaro,Statz,M,973,843-5218,LIVINGSTON,NJ,7039,S,Y,55000,1.9519792,1000,0,150
2383,9543,Hyunki,Mathieson,M,939,680-8962,SAN JUAN,PR,916,M,Y,80000,0.0,0,0,0
2384,9546,Dinah,Zargham,M,202,521-5740,WASHINGTON,DoC,20439,S,N,35000,9.0,1370,0,0
2385,9548,Takis,Schaeffer,M,939,127-7415,BAYAMON,PR,956,S,Y,25000,0.0,0,0,0
2386,9551,Jichang,Focacci,M,302,924-7755,NASSAU,E,19969,S,Y,5000,2.2,110,v0,110
2387,9552,Farokh,Hoben,M,603,642-9719,FRANCONIA,NH,3580,S,N,100000,0.0,0,0,0
2388,9553,Daan,Birsak,M,203,243-1498,WOODSTOCK,lCT,6281,S,Y,90000,5.0,12750,0,0
2389,9554,Afzal,Bickmore,F,603,605-9731,SUNCOOK,H,3275,S,Y,25000,0.0,0,0,0
2390,9556,Amer,Takkinen,M,202,601-7192,WASHINGTON,CD,20233,S,Y,55000,9.0,1i370,empty,1370
2391,9558,Ned,Lyon,F,302,473-4781,WILMINGTON,DkE,19804,M,Y,40000,4.586364,0,220,11d0
2392,9559,Kiyonori,Koide,M,351,315-2428,BOSTON,MA,2109,M,Y,60000,5.3,0,1750,1000
2393,9560,Amabile,Bavuso,M,802,765-9523,BURLINGTON,VT,5401,M,Y,80000,4.5967627,0,6600,3300
2394,9561,Maogang,Yigit,F,973,771-3250,HOBOKEN,NJ,7030,S,Y,35000,1.6365625,1000,0,1500
2395,9562,Mokrane,Kark,empty,724,552-4248,GOULDSBORO,PA,18424,M,N,70000,3.07,0,0,0
2396,9564,Kapali,Adolphson,F,240,398-5524,CHURCHVILLE,MD,21028,M,Y,80000,4.75,0,empty,2400
2397,9567,Sakae,Forgie,oM,302,581-5293,REHOBOTH BEACH,DE,19971,S,N,5000,2.2,110,empty,0
2398,9568,Yoshikuni,Linardis,M,412,686-4572,MAHAFFEY,PA,15757,S,Y,5000,3.07,0,0,0
2399,9570,Minerva,Tarantino,M,802,982-7339,THETFORD,VT,5074,S,N,85000,4.69624,3300,0,0
2400,9573,Parimal,Bergin,M,201,455-5813,MOUNT ROYAL,NJ,8061,M,N,90000,2.5039582,0,2000,0
2401,9574,Phan,Rivieres,F,302,415-5067,WILMINGTON,wDE,19809,S,Y,20000,3.2227273,110,empty,110
2402,9576,Kirk,Cui,M,939,784-4607,SAN JUAN,PR,937,M,N,5000,0.0,0,0,0
2403,9577,Rob,Steihaug,M,203,600-8831,POQUONOCK,CiT,6064,M,Y,40000,5.0,0,24500,0
2404,9579,Madhu,Meilijson,F,401,900-6354,SMITHFIELD,RI,2917,M,N,30000,0.0,0,0,0
2405,9580,Juichi,Uppaluri,M,207,563-3119,FARMINGDALE,ME,4344,S,N,5000,2.2135036,2850,0,empty
2406,9588,Mitsuhide,Estrade,F,201,533-9334,NEW BRUNSWICK,NJ,8905,M,N,20000,1.4,0,2000,0
2407,9589,Sachin,Castel,M,939,477-7902,ARROYO,PR,714,M,N,35000,0.0,0,0,0
2408,9591,Meenakshy,Redd,F,203,789-3216,STAMFORD,zCT,6902,M,N,85000,5.0,empty,24500,0
2409,9593,Theodoulos,Landram,M,939,289-1920,CULEBRA,PR,775,M,N,75000,0.0,0,0,0
2410,9598,Leonhard,Haarhoff,F,401,558-7899,WOONSOCKET,RI,2895,M,N,50000,0.0,0,0,0
2411,9599,Hidenori,Schapiro,M,347,446-4815,STATEN ISLAND,NY,10307,M,N,10000,4.011585,empty,0,0
2412,9601,Udai,Sawaragi,F,212,173-7363,JAVA CENTER,NY,14082,S,N,25000,4.0984755,0,0,0
2413,9603,Hueymin,Groger,F,302,608-5244,BRIDGEVILLE,DE,19933,M,N,30000,3.9045453,0,220,0
2414,9605,Hyunok,d''Inverno,M,603,768-1325,BELMONT,NH,3220,S,Y,15000,0.0,0,0,0
2415,9606,Maroun,Nerode,M,802,969-7009,WILLISTON,VT,5495,M,Y,60000,4.1988535,0,6600,3300
2416,9607,Nidapan,Emele,F,207,207-9712,GREENWOOD,ME,4255,S,Y,10000,4.5857663,2850,0,2850
2417,9609,Svetozar,Taniar,M,202,150-2579,WASHINGTON,DrC,20219,M,N,55000,9.0,0,2740,0
2418,9610,Liem,Moilanen,M,302,339-2216,HOCKESSIN,E,19707,S,Y,90000,5.95,110,a0,110
2419,9619,Ammar,Lance,F,860,628-7463,HARTFORD,CT,6144,M,N,30000,5.0,0,24500,empty
2420,9624,Jea,Froberg,M,203,696-4796,NEW HAVEN,T,6503,S,Y,15000,5.0,12750,0,empty
2421,9627,Renator,Melichar,F,585,978-3347,ESSEX,NY,12936,S,Y,15000,4.040549,0,0,1000
2422,9630,Joaquim,Shrager,M,202,699-9905,empty,iDC,20238,M,Y,20000,6.75,0,2740,1370
2423,9631,Luigi,Maclin,M,802,761-3510,SHELDON,VT,5483,M,N,15000,3.6,empty,6600,0
2424,9633,Kinya,Kamber,F,516,904-2437,VALLEY STREAM,NY,11581,M,N,80000,4.4170732,0,0,0
2425,9661,Mohit,Alvarez,F,860,386-4677,WATERBURY,CT,6708,S,Y,35000,5.0,12750,0,0
2426,9671,Tomoaki,Rychlik,M,240,260-1961,DOWELL,MD,20629,M,N,35000,4.75,0,4800,0
2427,9675,Kongshi,Besselaar,F,202,102-6676,WASHINGTON,C,20410,M,N,80000,9.0,empty,2740,0
2428,9679,Shiwa,Labarthe,M,207,228-4538,HOPE,empty,4847,S,N,100000,8.5,2850,0,0
2429,9686,Bethina,Vietze,F,978,307-3028,empty,MA,2702,S,N,55000,5.3,3575,0,0
2430,9687,Derrell,Range,M,301,797-9761,UPPER MARLBORO,MD,20773,S,Y,85000,4.75,2400,0,2400
2431,9699,Tayeb,Hinckley,F,302,165-8268,MILLSBORO,DE,19966,S,Y,55000,5.609091,110,a0,110
2432,9702,Meral,Kohen,M,302,843-6597,DOVER AFB,ED,19902,S,Y,70000,5.95,110,0,110
2433,9703,Weikai,Meurs,M,202,428-3967,WASHINGTON,DnC,20544,S,Y,20000,6.75,1370,e0,1370
2434,9709,Vishu,Khoury,M,240,234-5801,CAMBRIDGE,MD,21613,S,Y,50000,4.75,2400,0,2400
2435,9717,Fumiyo,Shiran,F,787,400-9373,SAN JUAN,PR,939,S,N,75000,0.0,0,0,0
2436,9718,Levke,Sloope,F,202,974-9315,WASHINGTON,CD,20088,S,Y,50000,9.0,1370,empty,1370
2437,9720,Weidon,Maramtz,F,787,551-3197,ENSENADA,PR,647,M,N,30000,0.0,0,0,0
2438,9723,Ult,Royer,F,315,322-5995,SILVER SPRINGS,NY,14550,M,Y,85000,4.4460362999999985,0,0,1000
2439,9739,Xiangjun,Hettich,F,802,845-6756,VERNON,VT,5354,M,Y,15000,3.6,0,6600,3300
2440,9742,Odette,Manthey,M,412,668-4119,LAKEVILLE,PA,18438,M,N,35000,3.07,0,0,0
2441,9744,Cornelis,Baer,aF,603,273-7557,NEW LONDON,NH,3257,S,Y,75000,0.0,0,0,0
2442,9745,Ryohei,Papadoupolous,M,301,345-5806,ECKHART MINES,MD,21528,M,N,60000,4.75,0,4800,0
2443,9748,Corina,Nittel,F,302,792-6332,WILMINGTON,E,19810,S,N,25000,3.5636363,110,empty,0
2444,9759,Grover,Waumans,F,516,576-3228,HOLTSVILLE,NY,544,S,N,60000,4.3012195,0,0,0
2445,9761,Gonzalo,Ashtaputre,M,401,976-4082,WEST KINGSTON,RI,2892,S,N,60000,0.0,***,0,0
2446,9764,Geereddy,Dinkloh,F,401,700-7690,ADAMVILLE,RI,2801,M,N,65000,0.0,0,0,0
2447,9766,Kacem,Stroud,M,856,490-4670,SWARTSWOOD,NJ,7877,S,N,40000,1.7154167000000002,1000,0,0
2448,9769,Zhonghui,Nieuwejaar,F,718,292-6889,MONTOUR FALLS,NY,14865,S,Y,70000,4.359146,0,0,1000
2449,9770,Aqeel,Schizas,M,207,263-4807,FRYEBURG,ME,4037,S,Y,70000,8.5,2850,0,2850
2450,9776,Dallas,Vollmeyer,F,607,827-4707,RODMAN,NY,13682,M,N,25000,4.0984755,0,0,0
2451,9785,Mema,Appelfeller,M,973,294-9220,PERTH AMBOY,NJ,8861,S,N,100000,2.6616669,1000,empty,0
2452,9791,Lakshman,Kingston,F,207,892-9349,NORTH WATERFORD,ME,4267,S,Y,25000,8.5,2850,0,2850
2453,9794,Yujiun,Oberweis,F,203,617-3525,PLAINFIELD,TC,6374,M,N,45000,5.0,0,24500,0
2454,9803,Krassimir,Boulier,F,215,328-8158,HARRISBURG,PA,17106,S,N,45000,3.07,0,0,0
2455,9804,Sami,Swab,M,207,492-1884,BRADLEY,ME,4411,S,N,90000,8.5,2850,0,0
2456,9812,Saleh,Brodnik,F,508,855-5883,CAMBRIDGE,MA,2141,M,Y,45000,5.3,0,7150,1000
2457,9815,Toine,Eyre,M,908,914-3781,LONG VALLEY,NJ,7853,S,Y,20000,1.4,1000,0,1500
2458,9818,Scott,Debackere,F,939,840-4404,SAN GERMAN,PR,683,S,Y,75000,0.0,0,0,0
2459,9819,Arivind,Lonchamp,F,603,717-2090,MANCHESTER,NH,3109,S,N,35000,0.0,0,0,0
2460,9820,Reima,Monkeberg,M,939,162-4166,GUAYNABO,PR,971,S,Y,55000,0.0,0,0,0
2461,9822,Evelyne,Rotteler,M,203,426-2566,EAST KILLINGLY,TC,6243,S,Y,50000,5.0,12750,0,0
2462,9823,Zhaowei,Insfran,F,802,732-7934,HINESBURG,VT,5461,S,N,35000,3.7014668,3300,0,0
2463,9830,Sieu,Lauck,F,781,813-5878,SHIRLEY,MA,1464,M,N,50000,5.3,0,7150,0
2464,9832,Kersti,Dastidar,M,202,165-1386,WASHINGTON,CD,20511,S,Y,85000,9.0,1370,b0,1370
2465,9833,Panduranga,Skafidas,F,802,815-3470,CRAFTSBURY,VT,5826,M,Y,50000,3.9998987,0,6600,3300
2466,9834,Richmond,Tari,F,724,216-9661,READING,PA,19606,S,Y,90000,3.07,0,0,0
2467,9838,Amotz,Artosi,M,401,601-5064,CLAYVILLE,RI,2815,S,N,35000,0.0,0,0,0
2468,9856,Rodrigo,Urbani,F,202,993-9076,WASHINGTON,DpC,20266,S,Y,45000,9.0,1370,0,1370
2469,9858,Leonie,Koshino,M,202,951-1529,WASHINGTON,C,20204,M,Y,10000,4.5,0,2740,1370
2470,9859,Jaejoon,Cooperstock,M,301,549-3478,BUSHWOOD,MD,20618,M,N,20000,4.75,0,4800,0
2471,9861,Hannelore,Billington,F,718,588-5146,BRIARCLIFF MANOR,NY,10510,M,N,85000,4.4460362999999985,0,0,0
2472,9866,Rudolf,Ligten,F,802,155-1713,ROXBURY,VT,5669,S,Y,15000,3.6,3300,0,3300
2473,9868,Agata,Herlihy,M,240,563-3228,PORT TOBACCO,MD,20677,M,Y,95000,4.75,0,4800,2400
2474,9872,Gero,Stolcke,F,973,312-4070,WEST BERLIN,NJ,8091,M,Y,50000,1.873125,0,2000,1500
2475,9878,Kazuko,Leverett,F,603,657-4610,DURHAM,NH,3824,M,N,70000,0.0,0,0,0
2476,9885,Arantza,Strasser,F,401,913-9215,KINGSTON,RI,2881,S,Y,45000,0.0,c0,0,0
2477,9895,Ragunathan,Dechter,M,207,980-3712,ELIOT,EM,3903,S,N,90000,8.5,2850,0,0
2478,9902,Kenrick,Rowen,M,787,422-7417,SAN JUAN,PR,930,M,Y,95000,0.0,0,0,0
2479,9910,Yaakov,Kess,F,302,985-6723,CHESWOLD,ED,19936,M,Y,20000,3.2227273,0,220,110
2480,9915,Yuyan,Bresenham,M,412,953-6636,SHAWNEE ON DELAWARE,PA,18356,M,Y,60000,3.07,0,0,0
2481,9917,Xiangfeng,Ber,F,267,806-4942,WARRENDALE,PA,15095,M,N,5000,3.07,0,0,0
2482,9920,Jagoda,Ballou,M,804,196-3876,RESTON,VA,20194,S,Y,75000,5.75,900,0,900
2483,9923,Ginger,Dasu,F,302,373-6728,CLAYMONT,bDE,19703,S,N,5000,2.2,110,0,0
2484,9929,Tarun,Hiramatsu,M,401,331-7809,WEST WARWICK,RI,2893,M,Y,15000,0.0,empty,0,0
2485,9930,Pratap,McNichols,F,207,427-9663,EXETER,ME,4435,S,Y,100000,8.5,2850,0,2850
2486,9942,Xuejun,Eichhorn,M,302,745-7765,SELBYVILLE,DE,19975,S,N,95000,5.95,1v10,empty,0
2487,9948,Abdelwaheb,Sreekantaswamy,M,302,465-5086,WILMINGTON,ED,19809,M,Y,100000,5.95,0,220,110
2488,9955,Kimmo,Krylov,F,207,674-2128,ATHENS,ME,4912,S,Y,35000,8.5,2850,0,2850
2489,9959,Lory,Waldherr,M,570,870-5690,PHILADELPHIA,PA,19194,M,N,55000,3.07,0,0,0
2490,9963,Raimond,Pattabhiraman,F,202,546-3567,WASHINGTON,DC,20435,M,Y,30000,9.0,0,2740,1370
2491,9964,Esmond,Segond,F,412,178-1029,MOUNT PLEASANT,PA,15666,M,Y,85000,3.07,0,empty,0
2492,9976,Eckhart,Vorobyov,qF,804,965-3486,STERLING,VA,20165,S,Y,65000,5.75,900,0,900
2493,9977,Lars,Falster,M,551,208-6522,PALISADES PARK,NJ,7650,M,N,40000,1.7154167000000002,0,2000,0
2494,9979,Gabriela,Chandrasekhar,M,603,873-1988,NASHUA,NH,3060,S,N,50000,0.0,empty,0,***
2495,9980,Toshihide,Sulzmann,M,315,796-8103,BRONX,NY,10468,S,Y,25000,4.0984755,empty,y0,1000
2496,9983,Yingxu,Piel,F,410,983-5989,GLEN BURNIE,MD,21060,M,Y,45000,4.75,0,4800,2400
2497,9992,Bhaskaran,Geibel,F,302,808-4846,NEWARK,ED,19714,S,N,30000,3.9045453,110,l0,0
2498,9995,Fereidoon,Waumans,M,401,349-6783,NORTH SCITUATE,RI,2857,S,N,20000,0.0,0,0,0
2499,9997,Gerd,Montemayor,M,302,332-2054,FELTON,DE,19943,S,Y,75000,5.95,110,empty,110
2500,10002,Yunghsiang,Becraft,F,603,851-8402,CENTER STRAFFORD,NH,3815,M,Y,60000,0.0,0,0,0
2501,10005,Duangkaew,Cowan,empty,302,803-9456,WILMINGTON,ED,19802,M,N,60000,5.95,0,220,0
2502,10010,Manfred,Reinsch,M,607,828-9894,PINE VALLEY,NY,14872,S,N,90000,4.475,0,0,0
2503,10011,Gudula,Ikeo,aF,401,846-4524,PRUDENCE ISLAND,RI,2872,S,N,65000,0.0,v0,0,0
2504,10013,Sophia,Borovoy,F,302,255-5757,DAGSBOOR,ED,19939,S,N,20000,3.2227273,110,empty,0
2505,10014,Navid,Nudd,M,787,911-5737,PONCE,PR,734,S,Y,70000,0.0,0,d0,0
2506,10017,Osmar,Christopher,M,207,138-9357,LEVANT,ME,4456,M,Y,25000,8.5,0,5700,2850
2507,10019,Hai,Jushchenko,M,814,838-2932,DRIFTON,PA,18221,S,N,25000,3.07,0,0,0
2508,10030,Luigia,Taft,F,585,986-4624,LAKE GEORGE,NY,12845,S,Y,25000,4.0984755,0,0,1000
2509,10033,Belli,Wavish,F,202,639-7060,WASHINGTON,CD,20003,S,N,100000,9.0,1370,0,0
2510,10036,Sadeph,Baak,M,302,294-9944,empty,DE,19934,M,N,70000,5.95,0,2r20,0
2511,10041,Sophoclis,Seyfer,M,802,450-7211,MIDDLETOWN SPRINGS,VT,5757,M,N,40000,3.800944,0,6600,0
2512,10043,Tomohiro,Ryslinkova,F,570,232-3678,LYNDELL,PA,19354,M,N,90000,3.07,0,0,0
2513,10051,Seungjin,Dydek,F,603,174-9301,EPPING,NH,3042,S,Y,25000,0.0,***,0,0
2514,10054,Yuhichi,Hjelsvold,M,802,775-6353,GREENSBORO BEND,VT,5842,M,Y,70000,4.397808,0,6600,3300
2515,10056,Ufuk,Elphick,M,787,593-2715,SAN JUAN,PR,924,S,N,90000,0.0,0,0,0
2516,10058,Gray,Buekenhout,F,603,359-6901,SUNAPEE,NH,3782,S,N,85000,0.0,0,0,0
